"","year","month","plant_ID","customer_ID","material_type_ID","market_code","final_fc","_2_month_lag_fc","_1_month_lag_fc"
"48673",2020,10,3,130,2,2,35.85,62,62
"48674",2019,12,3,284,5,2,35.812,40,0
"48675",2021,10,3,44,5,14,35.7975,98.5,103.61
"48676",2021,11,3,130,6,2,35.761,27.5,36.991
"48677",2018,4,3,219,5,2,35.755,17.5,17.5
"48678",2020,4,3,345,5,3,35.7175,0,0
"48679",2019,6,3,115,7,6,35.6635,0,11.5
"48680",2021,3,3,130,6,2,35.65,0,62.5265
"48681",2020,12,3,97,5,7,35.62,0,0
"48682",2020,3,3,130,5,3,35.605,0,32.5
"48683",2018,2,3,304,6,1,35.5,0,0
"48684",2018,5,3,304,6,1,35.5,35.5,35.5
"48685",2021,12,3,202,6,6,35.4825,154.45,107
"48686",2020,6,3,370,5,7,35.473,12.5,22
"48687",2018,3,3,130,2,2,35.43,0,12
"48688",2018,9,3,219,5,2,35.3175,19.3,19.3
"48689",2019,12,3,71,6,6,35.235,60.8,58.5
"48690",2021,1,3,173,5,6,35.19,0,0
"48691",2020,6,3,202,6,6,35.1275,142.3,143.1565
"48692",2019,1,3,202,10,6,35,0,0
"48693",2018,2,3,430,5,2,35,0,0
"48694",2018,2,3,94,2,6,35,0,0
"48695",2020,2,3,304,6,1,35,0,0
"48696",2020,3,3,115,8,6,35,0,17
"48697",2018,4,3,446,6,1,35,61,86
"48698",2021,4,3,387,10,2,35,35,35
"48699",2018,6,3,225,7,20,35,15,30
"48700",2021,6,3,37,10,6,35,35,115
"48701",2021,7,3,37,10,6,35,155,35
"48702",2019,8,3,173,7,6,35,27,35
"48703",2018,9,3,262,5,2,35,0,0
"48704",2020,10,3,394,6,2,35,20,20
"48705",2021,11,3,251,5,2,35,90,81
"48706",2019,10,3,446,6,1,34.9975,22.5,22.5
"48707",2020,6,3,115,8,6,34.897,27,27
"48708",2021,9,3,37,6,6,34.8475,20,20
"48709",2019,8,3,3,6,2,34.8175,0,0
"48710",2018,7,3,115,10,6,34.8,71,99.5
"48711",2020,2,3,130,10,2,34.765,0,0
"48712",2019,2,3,88,5,7,34.7375,0,0
"48713",2021,9,3,210,5,2,34.735,47.5,62.5
"48714",2020,12,3,396,5,2,34.7,80,40
"48715",2019,4,3,219,6,2,34.6375,32.5,42.5
"48716",2019,11,3,115,10,6,34.6025,52.9995,32
"48717",2019,11,3,159,5,2,34.5325,140.5,159.5
"48718",2022,2,3,387,6,2,34.5,0,0
"48719",2018,6,3,173,7,6,34.5,0,20
"48720",2020,2,3,37,6,6,34.2,0,0
"48721",2021,4,3,344,10,10,34.0425,40,40
"48722",2020,2,3,168,6,10,34,0,0
"48723",2022,2,3,370,5,2,34,0,0
"48724",2021,6,3,321,6,6,34,20,20
"48725",2018,7,3,370,5,7,34,20,30
"48726",2018,7,3,308,6,2,34,26.5,34
"48727",2018,8,3,115,7,6,34,15,15
"48728",2018,11,3,394,6,2,34,0,0
"48729",2020,11,3,130,5,3,33.9775,40.5,40.5
"48730",2020,9,3,42,5,2,33.975,32.95,32.95
"48731",2021,3,3,344,5,2,33.945,0,80
"48732",2020,6,3,210,5,2,33.86,0,0
"48733",2020,8,3,210,5,2,33.86,0,0
"48734",2020,12,3,71,5,2,33.855,24,38.5
"48735",2021,7,3,130,5,3,33.85,58.5,73
"48736",2021,2,3,308,6,2,33.8375,0,0
"48737",2019,7,3,370,5,7,33.7575,12,27.5
"48738",2020,3,3,71,6,6,33.5875,0,65.725
"48739",2019,11,3,370,6,7,33.555,6,27
"48740",2022,2,3,295,5,2,33.5,0,0
"48741",2018,7,3,100,5,2,33.5,20,20
"48742",2018,9,3,88,5,2,33.5,40,40
"48743",2019,12,3,370,5,2,33.5,12,31
"48744",2020,9,3,168,5,1,33.47,27.5,27.5
"48745",2021,2,3,94,10,2,33.3925,0,0
"48746",2020,4,3,24,2,2,33.37,1693.048,1667.532
"48747",2021,11,3,370,5,2,33.317,34,33.5545
"48748",2019,3,3,130,5,3,33.25,0,26.5
"48749",2021,6,3,100,5,2,33.1725,2.485,2.485
"48750",2018,11,3,388,5,3,33.125,0,0
"48751",2020,6,3,130,5,3,33.12,30,30
"48752",2018,12,3,401,5,2,33.05,105,92.5
"48753",2019,9,3,71,6,6,33.0425,64.1,61.975
"48754",2020,3,3,210,5,2,33.0045,0,40
"48755",2022,2,3,173,5,6,33,0,0
"48756",2018,5,3,173,5,6,33,33.5,40.5
"48757",2019,5,3,130,5,20,33,21.5,21.5
"48758",2021,10,3,70,5,1,33,55,55
"48759",2020,12,3,130,5,3,33,85.5,80.5
"48760",2020,7,3,115,10,6,32.9625,36,45.9
"48761",2021,6,3,115,2,6,32.955,24,24
"48762",2020,10,3,308,6,2,32.9175,0,24
"48763",2021,7,3,210,6,2,32.75,50,50
"48764",2018,11,3,219,6,2,32.7475,0,25
"48765",2021,10,3,168,5,10,32.73,61,61
"48766",2019,9,3,225,6,20,32.6975,100.5,72.5
"48767",2021,2,3,210,6,2,32.5,0,0
"48768",2022,2,3,37,10,6,32.5,0,0
"48769",2019,3,3,70,5,1,32.5,0,64
"48770",2018,4,3,219,6,2,32.5,32.5,32.5
"48771",2019,4,3,236,5,2,32.5,142,150
"48772",2018,9,3,70,6,10,32.5,45,135
"48773",2018,9,3,37,5,6,32.5,32.5,32.5
"48774",2020,9,3,326,5,2,32.5,45,20
"48775",2018,10,3,316,6,1,32.5,0,0
"48776",2018,10,3,219,5,2,32.458,44.724,40.824
"48777",2021,6,3,115,10,6,32.4325,56,90
"48778",2020,4,3,71,6,2,32.33,331,340.135
"48779",2019,4,3,370,5,7,32.3175,6,12
"48780",2021,11,3,387,10,2,32.2205,67.5,32.2205
"48781",2020,9,3,97,5,7,32.175,0,19
"48782",2019,5,3,88,5,7,32.0775,16,24
"48783",2021,6,3,70,5,1,32.075,110,110
"48784",2021,12,3,130,2,2,32.0625,47,37.5
"48785",2021,2,3,42,5,2,32.044,0,0
"48786",2020,3,3,168,6,10,32,0,68
"48787",2019,6,3,88,5,7,32,38,38
"48788",2018,10,3,262,5,2,32,0,64.5
"48789",2018,10,3,387,5,2,32,17.5,32.5
"48790",2019,12,3,70,5,2,32,30,26
"48791",2020,1,3,370,5,2,31.97,0,0
"48792",2021,9,3,321,6,6,31.95,15,15
"48793",2018,1,3,370,5,7,31.9,0,0
"48794",2020,12,3,42,5,2,31.8175,38.45,33.3785
"48795",2020,7,3,225,6,20,31.7825,60,27.5
"48796",2019,3,3,42,5,2,31.7675,0,29.95
"48797",2019,6,3,430,5,2,31.69,66,66
"48798",2018,3,3,199,5,2,31.675,0,55
"48799",2019,12,3,304,6,1,31.6575,90,80
"48800",2018,7,3,70,6,10,31.645,0,45
"48801",2019,8,3,394,6,2,31.525,0,0
"48802",2022,2,3,173,7,6,31.5,0,0
"48803",2018,6,3,387,5,2,31.5,9.5,16.5
"48804",2020,9,3,210,5,2,31.5,0,0
"48805",2020,12,3,387,6,2,31.5,51,57
"48806",2021,12,3,321,6,6,31.5,31.5,31.5
"48807",2021,9,3,202,5,6,31.3475,13,35
"48808",2021,6,3,326,5,2,31.315,119,119
"48809",2019,3,3,202,10,6,31.2975,0,115
"48810",2020,10,3,344,10,10,31.2975,40,40
"48811",2018,10,3,402,5,10,31.2625,0,0
"48812",2019,8,3,115,10,6,31.2425,57,55
"48813",2020,5,3,321,6,6,31.2375,38.5,33.5
"48814",2021,10,3,387,6,2,31.209,40.5,38.5
"48815",2020,9,3,199,5,2,31.185,60,60
"48816",2021,2,3,225,6,20,31.1375,0,0
"48817",2020,7,3,130,6,2,31.0575,55.7675,0
"48818",2020,6,3,130,6,2,31.0325,33,40
"48819",2020,9,3,44,5,14,31.0075,41,73
"48820",2018,2,3,115,10,6,31,0,0
"48821",2018,2,3,394,6,2,31,0,0
"48822",2018,3,3,130,2,20,31,0,5
"48823",2019,7,3,94,10,2,31,40,40
"48824",2019,1,3,327,5,2,30.935,0,0
"48825",2018,3,3,131,5,2,30.8725,0,2.516
"48826",2020,3,3,134,5,11,30.87,0,21
"48827",2021,9,3,370,5,7,30.813,97.3975,104.5
"48828",2020,5,3,71,5,2,30.79,83.75,56
"48829",2020,11,3,159,5,2,30.7775,80,110
"48830",2019,10,3,292,5,2,30.6975,20,20
"48831",2020,8,3,168,5,1,30.695,27.5,27.5
"48832",2021,3,3,130,5,3,30.649,0,29
"48833",2020,10,3,115,2,6,30.5775,52,21.55
"48834",2022,1,3,130,10,2,30.5655,0,0
"48835",2020,1,3,42,5,2,30.545,0,0
"48836",2019,10,3,130,5,20,30.5275,26.5,26.5
"48837",2021,2,3,183,5,2,30.5075,0,0
"48838",2020,1,3,164,5,2,30.5,0,0
"48839",2022,2,3,130,5,3,30.5,0,0
"48840",2019,10,3,97,5,7,30.475,0,20
"48841",2021,1,3,130,6,2,30.42,0,0
"48842",2021,9,3,387,5,2,30.4075,39,35
"48843",2021,6,3,70,5,2,30.395,28,28
"48844",2019,6,3,210,5,2,30.3075,10.8,10.8
"48845",2021,6,3,387,5,2,30.28,17.5,27.5
"48846",2018,3,3,409,6,2,30.2475,0,0
"48847",2021,9,3,44,5,14,30.16,96,77.5
"48848",2020,10,3,370,5,2,30.16,6,12
"48849",2019,1,3,370,5,2,30.125,0,0
"48850",2019,10,3,370,5,2,30.11,23,24
"48851",2021,12,3,168,5,1,30.11,44,57.5
"48852",2018,4,3,130,6,2,30.0575,22.5,22.5
"48853",2019,5,3,430,5,2,30.0275,66,66
"48854",2018,1,3,394,6,2,30,0,0
"48855",2018,1,3,70,5,1,30,0,0
"48856",2018,1,3,70,5,10,30,0,0
"48857",2021,1,3,321,6,6,30,0,0
"48858",2018,2,3,70,5,1,30,0,0
"48859",2018,2,3,70,5,10,30,0,0
"48860",2019,2,3,388,5,20,30,0,0
"48861",2022,2,3,394,6,2,30,0,0
"48862",2018,4,3,88,2,7,30,12.5,15
"48863",2018,4,3,37,5,6,30,30,0
"48864",2021,4,3,210,5,2,30,0,30
"48865",2019,5,3,168,6,10,30,160,90
"48866",2019,5,3,316,6,1,30,10,10
"48867",2019,6,3,236,2,2,30,0,7.5
"48868",2020,7,3,173,7,6,30,0,0
"48869",2018,8,3,37,6,6,30,40,40
"48870",2019,8,3,173,5,6,30,9,14.5
"48871",2021,8,3,210,6,2,30,50,50
"48872",2021,8,3,37,10,6,30,35,35
"48873",2018,9,3,70,5,2,30,30,0
"48874",2020,9,3,70,5,1,30,30,30
"48875",2020,9,3,173,5,6,30,7.5,7.5
"48876",2018,10,3,210,5,2,30,10,10
"48877",2020,10,3,70,5,1,30,30,30
"48878",2021,10,3,314,5,1,30,22,22
"48879",2018,11,3,370,5,7,30,16,22
"48880",2018,11,3,37,6,6,30,97.5,30
"48881",2020,12,3,37,10,6,30,22.5,22.5
"48882",2021,12,3,37,10,6,30,30,40
"48883",2020,10,3,370,6,7,29.995,13,13
"48884",2019,2,3,97,5,7,29.99,0,0
"48885",2018,7,3,70,5,1,29.9775,80,80
"48886",2020,9,3,71,5,2,29.954,54.5,45.5
"48887",2020,11,3,168,5,10,29.86,55,20
"48888",2018,8,3,130,2,2,29.7775,37.222,29.7775
"48889",2021,10,3,210,6,2,29.75,50,30
"48890",2019,12,3,321,6,6,29.6575,18.5,18.5
"48891",2021,4,3,115,8,6,29.5825,120.08,120.08
"48892",2020,10,3,3,5,2,29.515,50,45
"48893",2019,1,3,308,5,2,29.5,0,0
"48894",2019,2,3,97,6,7,29.5,0,0
"48895",2019,4,3,134,5,11,29.5,0,0
"48896",2022,1,3,3,5,2,29.4965,0,0
"48897",2022,1,3,370,6,7,29.49,0,0
"48898",2019,3,3,115,8,6,29.4695,0,0
"48899",2019,6,3,219,6,2,29.4425,42.5,42.5
"48900",2019,11,3,97,5,7,29.34,0,30
"48901",2018,9,3,295,5,2,29.3,76.5,29.3
"48902",2019,7,3,97,5,7,29.1525,0,20
"48903",2018,8,3,219,5,2,29.125,19,30.124
"48904",2020,6,3,321,6,6,29.075,32.5,41.5
"48905",2018,4,3,100,5,2,29,20,29
"48906",2019,4,3,345,5,3,29,45,45
"48907",2020,11,3,370,6,7,28.94,0,25
"48908",2018,9,3,327,5,2,28.9,21.5,21.5
"48909",2021,10,3,42,5,2,28.8995,37.93,37.93
"48910",2019,7,3,88,2,7,28.8525,30,40
"48911",2020,5,3,67,5,2,28.5975,393,348
"48912",2020,8,3,394,6,2,28.5925,20,20
"48913",2022,1,3,130,5,3,28.57,0,0
"48914",2021,1,3,404,6,2,28.5,0,0
"48915",2021,2,3,94,10,6,28.5,0,0
"48916",2018,6,3,321,6,6,28.5,35.5,28.5
"48917",2020,6,3,404,6,2,28.5,0,0
"48918",2020,6,3,94,10,2,28.5,50,45
"48919",2020,12,3,404,6,2,28.5,28.5,28.5
"48920",2019,2,3,219,6,2,28.45,0,0
"48921",2022,1,3,202,5,6,28.44,0,0
"48922",2021,12,3,17,5,3,28.274,12.6885,12.6885
"48923",2018,11,3,292,5,2,28.2,28.2,28.2
"48924",2019,1,3,134,5,11,28,0,0
"48925",2021,1,3,115,2,6,28,0,0
"48926",2018,4,3,115,7,6,28,28,28
"48927",2018,6,3,388,5,20,28,0,0
"48928",2019,6,3,70,5,1,28,61,60
"48929",2018,8,3,308,6,2,28,28,28
"48930",2019,8,3,88,5,7,28,29,21
"48931",2018,2,3,42,5,2,27.9825,0,0
"48932",2018,6,3,42,5,2,27.95,27.95,27.95
"48933",2018,7,3,42,5,2,27.95,27.95,27.95
"48934",2021,6,3,370,6,7,27.94,44.2375,44.2375
"48935",2021,10,3,321,6,11,27.9,31,31
"48936",2020,1,3,326,5,2,27.855,0,0
"48937",2019,3,3,370,5,7,27.7975,0,22.5
"48938",2020,4,3,130,5,2,27.7825,170.5,183
"48939",2019,5,3,100,5,2,27.76,0,0
"48940",2018,11,3,173,5,6,27.7225,15,18.5
"48941",2019,5,3,321,6,6,27.665,14,14
"48942",2019,2,3,173,5,6,27.63,0,0
"48943",2020,11,3,71,5,2,27.535,32.5,32.5
"48944",2020,4,3,219,5,2,27.5175,278.6235,273.6235
"48945",2019,1,3,202,5,6,27.5,0,0
"48946",2020,1,3,304,6,1,27.5,0,0
"48947",2021,1,3,94,10,2,27.5,0,0
"48948",2021,2,3,394,6,2,27.5,0,0
"48949",2021,2,3,210,5,2,27.5,0,0
"48950",2022,2,3,35,6,2,27.5,0,0
"48951",2018,3,3,225,7,20,27.5,0,19
"48952",2018,3,3,353,5,20,27.5,0,20
"48953",2019,3,3,210,5,2,27.5,0,20
"48954",2019,3,3,353,2,20,27.5,0,10
"48955",2018,4,3,353,5,20,27.5,20,20
"48956",2019,5,3,387,5,2,27.5,13.5,7.5
"48957",2018,6,3,115,5,6,27.5,0,0
"48958",2018,8,3,261,5,2,27.5,0,0
"48959",2021,10,3,236,2,2,27.5,16.5,16.5
"48960",2021,10,3,94,10,2,27.5,40,40
"48961",2018,11,3,210,5,2,27.5,10,10
"48962",2021,12,3,210,5,2,27.5,22.5,22.5
"48963",2020,4,3,35,5,2,27.4575,161,163.5
"48964",2020,6,3,42,5,2,27.455,32.95,32.95
"48965",2018,3,3,370,5,2,27.39,0,24
"48966",2018,12,3,3,5,2,27.38,34.75,34.75
"48967",2018,6,3,130,5,20,27.3175,24,29
"48968",2021,10,3,44,5,2,27.235,0,6.5
"48969",2021,1,3,215,5,2,27.2275,0,0
"48970",2021,1,3,94,10,6,27.2,0,0
"48971",2018,10,3,173,5,6,27.2,14,15
"48972",2020,9,3,388,5,3,27.15,0,7.5
"48973",2020,5,3,168,5,10,27.1125,47.5,53.5
"48974",2019,11,3,130,5,20,27.1,21.5,21.5
"48975",2020,8,3,130,5,20,27.0525,29,8
"48976",2021,7,3,44,5,14,27.03,111,121.2525
"48977",2022,2,3,279,6,19,27,0,0
"48978",2021,8,3,70,5,2,27,27,27
"48979",2018,9,3,394,6,2,27,0,7
"48980",2021,10,3,37,10,6,27,30,30
"48981",2021,11,3,37,10,6,27,30,27
"48982",2018,6,3,1,10,1,26.95,0,0
"48983",2019,11,3,225,6,20,26.9125,109.5,79.5
"48984",2018,6,3,173,5,6,26.9025,12.862,18.5
"48985",2020,4,3,210,5,2,26.7625,40,40
"48986",2019,10,3,44,5,2,26.755,96,11.85
"48987",2019,8,3,3,5,2,26.5875,38.5,40
"48988",2020,8,3,430,5,2,26.585,56,65
"48989",2018,1,3,225,7,20,26.5,0,0
"48990",2018,11,3,88,2,7,26.5,15,15
"48991",2020,2,3,387,5,2,26.47,0,0
"48992",2020,7,3,326,5,2,26.465,45,74
"48993",2021,9,3,430,5,2,26.4625,135,135
"48994",2020,1,3,126,5,2,26.46,0,0
"48995",2019,2,3,3,5,2,26.415,0,0
"48996",2019,9,3,88,5,7,26.3925,38,30
"48997",2021,2,3,70,5,10,26.335,0,0
"48998",2020,7,3,202,6,6,26.245,111.25,145.75
"48999",2020,12,3,130,2,2,26.245,18.5,22.5
"49000",2021,12,3,130,5,3,26.0775,22.5,22.5
"49001",2019,8,3,115,8,6,26.0505,66.404,66.404
"49002",2021,1,3,344,5,2,26.035,0,0
"49003",2020,9,3,387,5,2,26,0,10
"49004",2018,12,3,70,5,1,25.9,102,28
"49005",2020,1,3,130,5,20,25.8825,0,0
"49006",2019,6,3,173,5,6,25.87,38,38
"49007",2021,3,3,130,2,2,25.83,0,20
"49008",2021,4,3,370,6,7,25.765,28,44
"49009",2020,5,3,370,5,7,25.7575,30,42
"49010",2020,5,3,173,5,6,25.7125,0,0
"49011",2020,6,3,130,2,2,25.7,20,32
"49012",2020,8,3,202,5,6,25.5475,26.5,26.5
"49013",2018,2,3,370,5,2,25.53,0,0
"49014",2020,7,3,321,6,6,25.5,43.501,31.5
"49015",2021,2,3,115,2,6,25.465,0,0
"49016",2021,11,3,173,7,6,25.4,6,25.4
"49017",2019,1,3,173,5,6,25.355,0,0
"49018",2020,1,3,130,2,20,25.32,0,0
"49019",2020,5,3,387,6,2,25.2275,34.0725,34.0725
"49020",2021,11,3,321,6,6,25.1725,41,24.9
"49021",2019,11,3,202,5,6,25.131,30,30
"49022",2019,12,3,225,6,20,25.125,37.5,30
"49023",2020,2,3,430,5,2,25.09,0,0
"49024",2018,1,3,388,5,1,25.08,0,0
"49025",2021,8,3,199,5,2,25.08,92.5,112.5
"49026",2019,11,3,3,5,2,25.0525,30,39
"49027",2019,6,3,130,5,20,25.05,22.5,27.4995
"49028",2018,1,3,115,10,6,25,0,0
"49029",2018,1,3,219,6,2,25,0,0
"49030",2019,1,3,130,5,3,25,0,0
"49031",2022,1,3,37,7,3,25,0,0
"49032",2018,2,3,173,5,6,25,0,0
"49033",2019,2,3,223,5,2,25,0,0
"49034",2020,2,3,70,5,2,25,0,0
"49035",2018,3,3,219,6,2,25,0,25
"49036",2020,3,3,219,6,2,25,0,20
"49037",2021,4,3,219,10,2,25,16,16
"49038",2019,5,3,202,5,6,25,60,65
"49039",2020,6,3,388,5,3,25,0,0
"49040",2018,7,3,88,2,7,25,12.5,10
"49041",2018,7,3,304,6,1,25,25,25
"49042",2018,8,3,388,5,1,25,0,0
"49043",2020,12,3,353,5,20,25,20,20
"49044",2021,12,3,70,5,2,25,45,25
"49045",2020,6,3,70,5,2,24.9625,0,20
"49046",2021,1,3,345,5,3,24.9525,0,0
"49047",2019,6,3,199,5,2,24.92,45,57.5
"49048",2021,9,3,131,5,2,24.8425,0,0
"49049",2020,3,3,94,10,6,24.79,0,130
"49050",2021,4,3,225,6,20,24.67,25.5,15.5
"49051",2022,2,3,44,5,2,24.6195,0,0
"49052",2020,11,3,202,5,6,24.5465,26,26
"49053",2018,7,3,70,5,2,24.5225,0,0
"49054",2018,1,3,353,5,20,24.5,0,0
"49055",2021,6,3,353,5,2,24.5,45,45
"49056",2020,1,3,292,5,2,24.4525,0,0
"49057",2021,9,3,44,5,2,24.43,5,5
"49058",2021,6,3,157,10,2,24.3625,0,0
"49059",2018,5,3,219,5,2,24.32,17.5,26.5
"49060",2019,8,3,74,2,2,24.275,22,66
"49061",2021,4,3,97,5,7,24.25,0,0
"49062",2018,9,3,199,5,2,24.235,65,75
"49063",2019,12,3,130,5,20,24.15,20,21.5
"49064",2022,1,3,215,5,2,24.12,0,0
"49065",2020,5,3,314,5,1,24.1125,0,0
"49066",2018,7,3,130,10,2,24.025,24.025,24.025
"49067",2018,8,3,130,10,2,24.025,24.025,24.025
"49068",2021,11,3,42,5,2,24.0085,37.8985,34.389
"49069",2018,1,3,130,5,20,24,0,0
"49070",2018,2,3,130,5,20,24,0,0
"49071",2018,4,3,394,6,2,24,0,24
"49072",2019,5,3,134,5,11,24,8,8
"49073",2019,6,3,70,5,2,24,40,20
"49074",2018,12,3,321,6,6,24,24,24
"49075",2020,4,3,164,5,2,23.995,0,0
"49076",2018,11,3,388,5,1,23.915,0,0
"49077",2020,4,3,272,6,6,23.885,120,92.5
"49078",2021,1,3,225,6,20,23.84,0,0
"49079",2019,12,3,443,5,20,23.8325,0,20
"49080",2019,2,3,100,5,2,23.8225,0,0
"49081",2020,5,3,345,5,3,23.8225,0,67.5
"49082",2018,11,3,115,10,6,23.8225,0,0
"49083",2020,1,3,173,5,6,23.805,0,0
"49084",2018,5,3,388,5,20,23.7775,0,0
"49085",2021,11,3,321,6,11,23.75,0,0
"49086",2019,12,3,115,2,6,23.745,31.9995,32.0005
"49087",2020,8,3,42,5,2,23.7325,28.9685,31.4685
"49088",2018,2,3,202,10,6,23.685,0,0
"49089",2019,7,3,204,5,11,23.67,0,0
"49090",2021,2,3,97,5,7,23.65,0,0
"49091",2019,11,3,130,2,20,23.5975,22,5
"49092",2021,3,3,94,10,2,23.545,0,30
"49093",2019,2,3,345,5,3,23.5,0,0
"49094",2021,4,3,387,5,2,23.5,17.5,17.5
"49095",2018,8,3,387,5,2,23.5,8.5,8.5
"49096",2018,9,3,70,5,1,23.5,58,67
"49097",2018,10,3,370,6,7,23.5,53,22
"49098",2018,11,3,370,6,7,23.5,32,32
"49099",2019,11,3,70,5,2,23.5,26,26
"49100",2020,3,3,3,5,2,23.4925,0,40
"49101",2020,7,3,42,5,2,23.49,32.95,24.228
"49102",2021,10,3,321,6,6,23.4,26,26
"49103",2021,9,3,168,5,10,23.3975,66,66
"49104",2019,5,3,219,6,2,23.37,32.5,32.5
"49105",2018,6,3,130,10,2,23.3575,23.3575,23.3575
"49106",2020,3,3,130,2,2,23.335,0,12.5
"49107",2021,5,3,168,5,1,23.325,0,0
"49108",2019,4,3,387,5,2,23.3075,16.5,24
"49109",2019,3,3,130,2,20,23.3,0,16
"49110",2019,7,3,210,5,2,23.3,10.8,10.8
"49111",2021,6,3,94,10,2,23.2925,35,35
"49112",2019,9,3,130,5,20,23.25,20,7
"49113",2020,1,3,3,5,2,23.2375,0,0
"49114",2020,11,3,394,6,2,23.15,0,0
"49115",2018,12,3,44,5,2,23.1425,49,99.5
"49116",2020,5,3,328,6,2,23.1325,97.5,102.5
"49117",2022,1,3,324,2,10,23.125,0,0
"49118",2018,1,3,131,5,2,23.096,0,0
"49119",2018,2,3,131,5,2,23.096,0,0
"49120",2020,9,3,219,10,2,23.09,20.925,18
"49121",2021,1,3,370,5,2,23.0875,0,0
"49122",2021,12,3,130,6,2,23.085,27.5,37
"49123",2018,3,3,388,5,20,23.0725,0,0
"49124",2019,10,3,304,6,1,23.03,90,90
"49125",2020,6,3,3,5,2,23.0225,37,27
"49126",2018,12,3,219,5,2,23.0025,64.1,99.06
"49127",2018,2,3,35,5,2,23,0,0
"49128",2022,2,3,326,5,2,23,0,0
"49129",2019,5,3,88,2,7,23,0,0
"49130",2018,9,3,204,5,11,23,20,20
"49131",2019,11,3,210,5,2,23,0,0
"49132",2020,4,3,370,5,2,22.9655,9,9
"49133",2020,10,3,225,6,20,22.9625,69.5,67
"49134",2020,4,3,388,5,3,22.9325,0,0
"49135",2021,9,3,134,5,11,22.9025,0,0
"49136",2020,7,3,115,2,6,22.875,56,16
"49137",2021,11,3,44,5,14,22.84,118.5,70
"49138",2021,11,3,225,6,20,22.8125,7.5,7
"49139",2019,11,3,215,5,2,22.7625,16.5,21
"49140",2021,9,3,210,6,2,22.735,50,50
"49141",2020,3,3,326,5,2,22.675,0,0
"49142",2020,10,3,173,5,6,22.6615,13.5,26.5
"49143",2020,2,3,394,6,2,22.635,0,0
"49144",2021,8,3,173,5,6,22.6275,18.5,21.5
"49145",2018,1,3,388,5,20,22.62,0,0
"49146",2020,2,3,3,5,2,22.58,0,0
"49147",2020,7,3,251,5,2,22.5475,70,70
"49148",2020,10,3,386,5,2,22.5375,0,0
"49149",2018,1,3,115,5,6,22.5,0,0
"49150",2019,1,3,130,10,2,22.5,0,0
"49151",2022,1,3,321,6,6,22.5,0,0
"49152",2018,2,3,88,5,2,22.5,0,0
"49153",2018,2,3,204,5,11,22.5,0,0
"49154",2018,2,3,387,6,2,22.5,0,0
"49155",2020,2,3,157,10,2,22.5,0,0
"49156",2022,2,3,321,6,6,22.5,0,0
"49157",2022,2,3,35,5,2,22.5,0,0
"49158",2022,2,3,353,5,20,22.5,0,0
"49159",2022,2,3,353,2,20,22.5,0,0
"49160",2022,2,3,100,5,2,22.5,0,0
"49161",2018,3,3,387,6,2,22.5,0,22.5
"49162",2018,4,3,344,10,10,22.5,0,22.5
"49163",2018,4,3,387,6,2,22.5,22.5,22.5
"49164",2019,4,3,202,10,6,22.5,85,85
"49165",2021,4,3,198,5,2,22.5,0,7.5
"49166",2018,5,3,344,10,10,22.5,22.5,22.5
"49167",2021,5,3,387,10,2,22.5,20,20
"49168",2018,6,3,344,10,10,22.5,22.5,22.5
"49169",2019,6,3,100,5,2,22.5,0,20
"49170",2018,7,3,344,10,10,22.5,22.5,22.5
"49171",2018,7,3,88,5,2,22.5,20,22.5
"49172",2018,7,3,204,5,11,22.5,20,20
"49173",2019,7,3,130,5,20,22.5,45,20
"49174",2020,7,3,384,5,7,22.5,30,30
"49175",2020,7,3,386,5,2,22.5,50,22.5
"49176",2018,8,3,388,5,20,22.5,0,0
"49177",2018,8,3,130,5,20,22.5,22.5,22.5
"49178",2020,8,3,386,5,2,22.5,22.5,22.5
"49179",2021,8,3,353,2,20,22.5,22.5,22.5
"49180",2018,9,3,370,5,2,22.5,18,30
"49181",2018,9,3,88,5,7,22.5,42,42
"49182",2019,9,3,306,5,2,22.5,0,0
"49183",2020,9,3,386,5,2,22.5,22.5,22.5
"49184",2018,10,3,130,5,20,22.5,22.5,45
"49185",2020,10,3,37,10,6,22.5,22.5,22.5
"49186",2018,11,3,130,5,20,22.5,40,22.5
"49187",2020,11,3,37,10,6,22.5,22.5,22.5
"49188",2018,12,3,204,5,11,22.5,20,20
"49189",2018,12,3,292,5,2,22.5,60,60
"49190",2019,5,3,115,5,6,22.464,12.5,20.5
"49191",2018,4,3,173,5,6,22.46,9.3125,23.446
"49192",2019,4,3,88,5,2,22.45,40,20
"49193",2021,11,3,44,5,2,22.4265,0,0
"49194",2019,9,3,130,6,2,22.41,44,44
"49195",2020,1,3,130,6,2,22.35,0,0
"49196",2021,1,3,345,5,2,22.3475,0,0
"49197",2018,7,3,327,5,2,22.3225,21.5,21.5
"49198",2019,5,3,353,5,20,22.32,42,42
"49199",2020,4,3,251,5,2,22.3075,100,46.5
"49200",2018,3,3,202,5,6,22.3,0,61
"49201",2020,6,3,295,5,2,22.2775,114.5,114.5
"49202",2020,8,3,115,10,6,22.27,24,36
"49203",2019,3,3,100,5,2,22.2475,0,20
"49204",2021,7,3,396,5,2,22.235,40,40
"49205",2021,8,3,94,10,2,22.175,40,40
"49206",2020,7,3,173,5,2,22.13,0,0
"49207",2021,3,3,70,5,10,22.1175,0,0
"49208",2020,10,3,396,5,2,22.115,65,80
"49209",2020,11,3,3,5,2,22.1125,45,60
