Year,Month ,Plant,Customer ,Primary Market Code ,Material Type,Available Tons 
2021,August,Plant_2,Customer_265,Primary_Market_Code_3,Material_Type_2,23.2475
2021,July,Plant_3,Customer_795,Primary_Market_Code_1,Material_Type_6,0
2021,August,Plant_3,Customer_795,Primary_Market_Code_1,Material_Type_6,7.87
2021,October,Plant_3,Customer_795,Primary_Market_Code_1,Material_Type_6,0
2020,March,Plant_5,Customer_599,Primary_Market_Code_1,Material_Type_10,49.725
2020,August,Plant_5,Customer_599,Primary_Market_Code_1,Material_Type_10,1.6625
2020,June,Plant_5,Customer_599,Primary_Market_Code_1,Material_Type_10,1.6625
2020,August,Plant_5,Customer_599,Primary_Market_Code_17,Material_Type_12,21.9135
2022,February,Plant_4,Customer_599,Primary_Market_Code_1,Material_Type_2,0
2021,December,Plant_5,Customer_688,Primary_Market_Code_17,Material_Type_12,0.40590325
2021,August,Plant_7,Customer_165,Primary_Market_Code_17,Material_Type_12,0.6252285
2021,June,Plant_7,Customer_165,Primary_Market_Code_17,Material_Type_12,0.7786812
2021,November,Plant_1,Customer_1177,Primary_Market_Code_17,Material_Type_12,0.7395584
2021,October,Plant_1,Customer_1177,Primary_Market_Code_17,Material_Type_12,0.3913536
2021,April,Plant_3,Customer_623,Primary_Market_Code_1,Material_Type_5,0
2021,February,Plant_2,Customer_114,Primary_Market_Code_17,Material_Type_12,122.9445
2021,November,Plant_2,Customer_114,Primary_Market_Code_17,Material_Type_12,171.6475
2020,October,Plant_2,Customer_114,Primary_Market_Code_2,Material_Type_2,75.6925
2020,September,Plant_2,Customer_114,Primary_Market_Code_2,Material_Type_2,89.2975
2021,April,Plant_2,Customer_114,Primary_Market_Code_2,Material_Type_2,33.705
2021,July,Plant_2,Customer_114,Primary_Market_Code_2,Material_Type_2,69.3875
2022,January,Plant_2,Customer_114,Primary_Market_Code_2,Material_Type_2,43.1375
2020,May,Plant_6,Customer_249,Primary_Market_Code_2,Material_Type_5,154.5765
2020,June,Plant_6,Customer_249,Primary_Market_Code_2,Material_Type_5,47.0875
2020,September,Plant_6,Customer_249,Primary_Market_Code_2,Material_Type_5,43.226
2021,February,Plant_6,Customer_249,Primary_Market_Code_2,Material_Type_5,0
2021,December,Plant_6,Customer_249,Primary_Market_Code_2,Material_Type_5,53.434
2021,July,Plant_6,Customer_249,Primary_Market_Code_2,Material_Type_5,47.656
2020,September,Plant_3,Customer_249,Primary_Market_Code_2,Material_Type_5,2.685
2021,January,Plant_3,Customer_249,Primary_Market_Code_2,Material_Type_5,2.685
2020,April,Plant_3,Customer_249,Primary_Market_Code_2,Material_Type_5,2.685
2020,May,Plant_1,Customer_545,Primary_Market_Code_17,Material_Type_11,25.02613675
2020,June,Plant_8,Customer_631,Primary_Market_Code_20,Material_Type_6,6.451
2020,March,Plant_8,Customer_631,Primary_Market_Code_20,Material_Type_9,0
2021,August,Plant_8,Customer_631,Primary_Market_Code_20,Material_Type_9,0
2021,February,Plant_8,Customer_631,Primary_Market_Code_20,Material_Type_9,0
2020,March,Plant_8,Customer_631,Primary_Market_Code_17,Material_Type_12,11.7095
2021,August,Plant_8,Customer_631,Primary_Market_Code_17,Material_Type_12,45.6351
2021,July,Plant_8,Customer_631,Primary_Market_Code_17,Material_Type_12,29.4512365
2020,June,Plant_8,Customer_631,Primary_Market_Code_17,Material_Type_12,1.05333525
2021,May,Plant_5,Customer_126,Primary_Market_Code_2,Material_Type_5,23.83
2020,October,Plant_6,Customer_126,Primary_Market_Code_2,Material_Type_5,199.52
2021,December,Plant_6,Customer_126,Primary_Market_Code_2,Material_Type_5,41.165
2021,July,Plant_6,Customer_126,Primary_Market_Code_2,Material_Type_5,8.575
2021,November,Plant_6,Customer_126,Primary_Market_Code_17,Material_Type_12,301.581
2021,October,Plant_6,Customer_126,Primary_Market_Code_17,Material_Type_12,386.416
2020,June,Plant_5,Customer_126,Primary_Market_Code_17,Material_Type_12,170.367
2021,March,Plant_5,Customer_126,Primary_Market_Code_17,Material_Type_12,127.24
2021,March,Plant_3,Customer_126,Primary_Market_Code_17,Material_Type_12,7.9225
2020,April,Plant_4,Customer_782,Primary_Market_Code_2,Material_Type_10,10.22
2020,August,Plant_4,Customer_782,Primary_Market_Code_17,Material_Type_12,21.03
2022,January,Plant_1,Customer_46,Primary_Market_Code_17,Material_Type_12,476.9064842
2022,February,Plant_1,Customer_46,Primary_Market_Code_17,Material_Type_12,496.9207538
2021,December,Plant_1,Customer_46,Primary_Market_Code_17,Material_Type_12,205.5301421
2021,June,Plant_1,Customer_46,Primary_Market_Code_17,Material_Type_12,928.4554948
2020,October,Plant_1,Customer_46,Primary_Market_Code_17,Material_Type_12,18.6504514
2021,June,Plant_1,Customer_46,Primary_Market_Code_1,Material_Type_7,24.02
2020,June,Plant_1,Customer_46,Primary_Market_Code_1,Material_Type_1,162.81
2020,September,Plant_3,Customer_251,Primary_Market_Code_2,Material_Type_5,3.945
2021,November,Plant_3,Customer_251,Primary_Market_Code_2,Material_Type_5,67.39
2021,June,Plant_3,Customer_251,Primary_Market_Code_2,Material_Type_5,0
2022,February,Plant_3,Customer_251,Primary_Market_Code_2,Material_Type_5,24.4625
2021,December,Plant_3,Customer_251,Primary_Market_Code_2,Material_Type_5,46.1625
2020,July,Plant_3,Customer_251,Primary_Market_Code_17,Material_Type_12,22.2129792
2021,December,Plant_3,Customer_251,Primary_Market_Code_17,Material_Type_12,67.2851665
2021,September,Plant_3,Customer_251,Primary_Market_Code_17,Material_Type_12,97.55155995
2020,June,Plant_7,Customer_151,Primary_Market_Code_17,Material_Type_12,13.5115
2021,January,Plant_7,Customer_151,Primary_Market_Code_17,Material_Type_12,39.993006
2021,March,Plant_7,Customer_151,Primary_Market_Code_17,Material_Type_12,73.4180348
2021,April,Plant_7,Customer_151,Primary_Market_Code_17,Material_Type_12,67.7715
2021,January,Plant_7,Customer_151,Primary_Market_Code_6,Material_Type_7,0
2020,November,Plant_2,Customer_479,Primary_Market_Code_20,Material_Type_2,0
2020,September,Plant_4,Customer_162,Primary_Market_Code_17,Material_Type_12,516.8775
2021,April,Plant_4,Customer_162,Primary_Market_Code_17,Material_Type_12,47.2945
2020,May,Plant_1,Customer_162,Primary_Market_Code_16,Material_Type_1,2.43
2020,July,Plant_1,Customer_145,Primary_Market_Code_17,Material_Type_12,199.952
2021,June,Plant_1,Customer_1176,Primary_Market_Code_17,Material_Type_12,4.290065
2021,July,Plant_1,Customer_1176,Primary_Market_Code_17,Material_Type_12,5.713058
2022,January,Plant_1,Customer_1176,Primary_Market_Code_17,Material_Type_12,0.6996352
2021,October,Plant_1,Customer_1176,Primary_Market_Code_17,Material_Type_12,1.5654144
2020,September,Plant_1,Customer_572,Primary_Market_Code_7,Material_Type_1,2.39
2020,May,Plant_5,Customer_294,Primary_Market_Code_17,Material_Type_12,22.63
2022,February,Plant_1,Customer_294,Primary_Market_Code_14,Material_Type_7,21.69
2021,November,Plant_7,Customer_786,Primary_Market_Code_17,Material_Type_12,5.9815
2020,April,Plant_7,Customer_786,Primary_Market_Code_17,Material_Type_12,5.5055
2022,January,Plant_7,Customer_786,Primary_Market_Code_17,Material_Type_12,4.6025225
2021,September,Plant_7,Customer_786,Primary_Market_Code_17,Material_Type_12,5.9815
2021,May,Plant_7,Customer_786,Primary_Market_Code_6,Material_Type_7,0
2020,June,Plant_7,Customer_786,Primary_Market_Code_6,Material_Type_7,11.4725
2020,December,Plant_7,Customer_786,Primary_Market_Code_6,Material_Type_7,1.9625
2021,May,Plant_3,Customer_946,Primary_Market_Code_3,Material_Type_6,0
2021,November,Plant_3,Customer_353,Primary_Market_Code_2,Material_Type_5,6.83
2022,February,Plant_3,Customer_353,Primary_Market_Code_2,Material_Type_5,3.895
2021,February,Plant_3,Customer_353,Primary_Market_Code_20,Material_Type_5,0
2020,October,Plant_3,Customer_353,Primary_Market_Code_20,Material_Type_5,0
2020,September,Plant_7,Customer_353,Primary_Market_Code_6,Material_Type_2,76.87
2020,April,Plant_7,Customer_353,Primary_Market_Code_6,Material_Type_2,43.5705
2021,December,Plant_7,Customer_353,Primary_Market_Code_6,Material_Type_2,66.333
2021,April,Plant_3,Customer_353,Primary_Market_Code_20,Material_Type_2,2.7275
2020,May,Plant_3,Customer_353,Primary_Market_Code_20,Material_Type_2,1.9825
2020,November,Plant_3,Customer_353,Primary_Market_Code_20,Material_Type_2,1.9825
2021,January,Plant_3,Customer_353,Primary_Market_Code_20,Material_Type_2,1.9825
2020,April,Plant_3,Customer_353,Primary_Market_Code_20,Material_Type_2,1.9825
2020,September,Plant_3,Customer_353,Primary_Market_Code_20,Material_Type_2,1.9825
2021,June,Plant_3,Customer_353,Primary_Market_Code_4,Material_Type_2,35.2175
2022,January,Plant_3,Customer_353,Primary_Market_Code_4,Material_Type_2,0
2020,May,Plant_3,Customer_353,Primary_Market_Code_4,Material_Type_2,27.4325
2021,February,Plant_7,Customer_353,Primary_Market_Code_1,Material_Type_2,17.36
2021,March,Plant_7,Customer_353,Primary_Market_Code_1,Material_Type_2,18.0375
2021,January,Plant_7,Customer_353,Primary_Market_Code_1,Material_Type_2,0
2020,December,Plant_7,Customer_353,Primary_Market_Code_6,Material_Type_2,23.5
2020,September,Plant_3,Customer_353,Primary_Market_Code_4,Material_Type_2,12.385
2021,January,Plant_3,Customer_887,Primary_Market_Code_17,Material_Type_12,0.96953495
2021,July,Plant_6,Customer_581,Primary_Market_Code_17,Material_Type_12,45.075951
2020,August,Plant_4,Customer_179,Primary_Market_Code_17,Material_Type_12,217.033432
2021,November,Plant_1,Customer_179,Primary_Market_Code_17,Material_Type_12,3.74468
2020,December,Plant_4,Customer_179,Primary_Market_Code_17,Material_Type_12,8.8
2020,September,Plant_4,Customer_179,Primary_Market_Code_17,Material_Type_12,8.8
2020,October,Plant_4,Customer_179,Primary_Market_Code_17,Material_Type_12,8.8
2020,August,Plant_4,Customer_179,Primary_Market_Code_1,Material_Type_1,0
2020,November,Plant_1,Customer_179,Primary_Market_Code_1,Material_Type_1,185.71
2021,June,Plant_3,Customer_685,Primary_Market_Code_2,Material_Type_5,0
2021,May,Plant_3,Customer_685,Primary_Market_Code_2,Material_Type_5,0
2020,March,Plant_3,Customer_685,Primary_Market_Code_2,Material_Type_5,1.6525
2020,August,Plant_7,Customer_685,Primary_Market_Code_17,Material_Type_12,25.61
2021,April,Plant_7,Customer_685,Primary_Market_Code_17,Material_Type_12,27.5175
2021,October,Plant_7,Customer_685,Primary_Market_Code_21,Material_Type_2,2.5375
2020,July,Plant_5,Customer_694,Primary_Market_Code_17,Material_Type_12,90.6
2020,November,Plant_5,Customer_694,Primary_Market_Code_1,Material_Type_1,13.44
2021,March,Plant_5,Customer_694,Primary_Market_Code_1,Material_Type_1,4.8325
2020,October,Plant_1,Customer_575,Primary_Market_Code_11,Material_Type_1,0
2020,December,Plant_1,Customer_233,Primary_Market_Code_1,Material_Type_1,0
2021,August,Plant_1,Customer_233,Primary_Market_Code_1,Material_Type_1,0
2020,July,Plant_1,Customer_233,Primary_Market_Code_1,Material_Type_1,0
2021,July,Plant_3,Customer_309,Primary_Market_Code_17,Material_Type_12,6.272903
2020,April,Plant_2,Customer_309,Primary_Market_Code_17,Material_Type_12,7.500345
2020,May,Plant_2,Customer_309,Primary_Market_Code_12,Material_Type_11,1.07677275
2021,July,Plant_3,Customer_309,Primary_Market_Code_12,Material_Type_11,3.0908015
2021,May,Plant_6,Customer_309,Primary_Market_Code_17,Material_Type_11,31.1834188
2020,April,Plant_6,Customer_309,Primary_Market_Code_17,Material_Type_11,8.7413824
2021,July,Plant_6,Customer_309,Primary_Market_Code_12,Material_Type_11,4.42880565
2020,May,Plant_6,Customer_309,Primary_Market_Code_12,Material_Type_11,0.2770308
2021,December,Plant_7,Customer_148,Primary_Market_Code_17,Material_Type_12,580.226
2020,December,Plant_7,Customer_148,Primary_Market_Code_17,Material_Type_12,94.1325
2021,October,Plant_7,Customer_148,Primary_Market_Code_15,Material_Type_7,236.9025
2022,January,Plant_7,Customer_148,Primary_Market_Code_15,Material_Type_7,144.9465
2021,January,Plant_7,Customer_148,Primary_Market_Code_15,Material_Type_7,101.8625
2021,October,Plant_2,Customer_293,Primary_Market_Code_17,Material_Type_12,157.9135
2020,December,Plant_2,Customer_293,Primary_Market_Code_7,Material_Type_2,0
2021,October,Plant_3,Customer_896,Primary_Market_Code_10,Material_Type_5,0
2021,November,Plant_3,Customer_896,Primary_Market_Code_17,Material_Type_12,1.0743543
2020,March,Plant_1,Customer_169,Primary_Market_Code_18,Material_Type_1,53.15
2020,September,Plant_1,Customer_169,Primary_Market_Code_18,Material_Type_1,8.82
2020,June,Plant_1,Customer_12,Primary_Market_Code_17,Material_Type_12,539.052
2021,June,Plant_1,Customer_12,Primary_Market_Code_17,Material_Type_12,9.636146
2021,September,Plant_1,Customer_12,Primary_Market_Code_17,Material_Type_12,0.755293
2021,October,Plant_1,Customer_12,Primary_Market_Code_17,Material_Type_12,3.5282973
2020,August,Plant_2,Customer_923,Primary_Market_Code_17,Material_Type_12,37.6035
2021,November,Plant_7,Customer_487,Primary_Market_Code_17,Material_Type_12,0.93597455
2021,September,Plant_7,Customer_487,Primary_Market_Code_17,Material_Type_12,0.6207775
2021,May,Plant_3,Customer_487,Primary_Market_Code_17,Material_Type_12,1.2067785
2021,December,Plant_3,Customer_487,Primary_Market_Code_17,Material_Type_12,8.918997
2021,August,Plant_3,Customer_487,Primary_Market_Code_17,Material_Type_12,30.350372
2021,July,Plant_3,Customer_487,Primary_Market_Code_17,Material_Type_12,7.97091295
2021,August,Plant_3,Customer_487,Primary_Market_Code_17,Material_Type_11,5.0434725
2021,September,Plant_3,Customer_487,Primary_Market_Code_17,Material_Type_11,25.574815
2021,December,Plant_6,Customer_487,Primary_Market_Code_17,Material_Type_11,6.8170068
2022,January,Plant_6,Customer_487,Primary_Market_Code_17,Material_Type_11,28.8621408
2022,February,Plant_6,Customer_487,Primary_Market_Code_17,Material_Type_11,36.16261875
2021,October,Plant_3,Customer_884,Primary_Market_Code_17,Material_Type_12,0.7107501
2021,February,Plant_2,Customer_224,Primary_Market_Code_11,Material_Type_8,78.424
2020,March,Plant_2,Customer_224,Primary_Market_Code_11,Material_Type_8,49.665
2021,July,Plant_2,Customer_224,Primary_Market_Code_11,Material_Type_8,97.5165
2022,January,Plant_2,Customer_224,Primary_Market_Code_11,Material_Type_8,133.5015
2021,April,Plant_2,Customer_224,Primary_Market_Code_11,Material_Type_8,46.8405
2021,May,Plant_2,Customer_224,Primary_Market_Code_17,Material_Type_12,44.2975
2020,March,Plant_2,Customer_224,Primary_Market_Code_17,Material_Type_12,127.41
2020,November,Plant_2,Customer_224,Primary_Market_Code_17,Material_Type_12,460.76
2020,August,Plant_1,Customer_14,Primary_Market_Code_17,Material_Type_12,1719.443359
2021,December,Plant_1,Customer_14,Primary_Market_Code_17,Material_Type_12,3985.445
2020,August,Plant_1,Customer_14,Primary_Market_Code_7,Material_Type_1,206.84
2021,March,Plant_1,Customer_14,Primary_Market_Code_7,Material_Type_1,168.77
2021,April,Plant_1,Customer_14,Primary_Market_Code_7,Material_Type_1,199.01
2020,March,Plant_1,Customer_14,Primary_Market_Code_7,Material_Type_1,79.38
2020,June,Plant_1,Customer_14,Primary_Market_Code_7,Material_Type_1,45.41
2021,August,Plant_1,Customer_14,Primary_Market_Code_11,Material_Type_1,91.21
2021,September,Plant_1,Customer_14,Primary_Market_Code_11,Material_Type_1,45.97
2021,December,Plant_1,Customer_14,Primary_Market_Code_6,Material_Type_1,0
2020,December,Plant_7,Customer_918,Primary_Market_Code_13,Material_Type_10,0
2021,November,Plant_7,Customer_918,Primary_Market_Code_13,Material_Type_10,1.28
2021,December,Plant_7,Customer_918,Primary_Market_Code_13,Material_Type_10,1.28
2020,May,Plant_3,Customer_386,Primary_Market_Code_2,Material_Type_5,75.085
2020,July,Plant_3,Customer_386,Primary_Market_Code_2,Material_Type_5,52.4825
2022,February,Plant_3,Customer_386,Primary_Market_Code_2,Material_Type_5,1.51
2021,September,Plant_3,Customer_386,Primary_Market_Code_2,Material_Type_5,1.51
2021,August,Plant_3,Customer_386,Primary_Market_Code_17,Material_Type_12,154.94
2020,September,Plant_3,Customer_693,Primary_Market_Code_1,Material_Type_10,0
2020,March,Plant_3,Customer_693,Primary_Market_Code_1,Material_Type_10,0
2021,January,Plant_7,Customer_693,Primary_Market_Code_17,Material_Type_12,0.0024
2020,September,Plant_3,Customer_693,Primary_Market_Code_17,Material_Type_12,2.1202668
2020,April,Plant_3,Customer_693,Primary_Market_Code_1,Material_Type_2,0
2020,July,Plant_1,Customer_153,Primary_Market_Code_1,Material_Type_3,17.929
2020,August,Plant_1,Customer_153,Primary_Market_Code_1,Material_Type_3,17.929
2020,June,Plant_1,Customer_153,Primary_Market_Code_1,Material_Type_3,17.929
2021,September,Plant_1,Customer_153,Primary_Market_Code_17,Material_Type_12,112.715
2021,June,Plant_1,Customer_153,Primary_Market_Code_17,Material_Type_12,41.492515
2020,May,Plant_1,Customer_153,Primary_Market_Code_17,Material_Type_12,33.6635
2021,June,Plant_1,Customer_153,Primary_Market_Code_1,Material_Type_1,0
2020,October,Plant_1,Customer_153,Primary_Market_Code_1,Material_Type_1,14.5
2020,November,Plant_1,Customer_153,Primary_Market_Code_1,Material_Type_1,121.36
2020,August,Plant_1,Customer_153,Primary_Market_Code_1,Material_Type_1,0
2022,January,Plant_1,Customer_519,Primary_Market_Code_17,Material_Type_12,5.192845
2021,January,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_8,2.591
2020,September,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_8,0
2020,March,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_8,1.439
2021,May,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_8,0
2020,August,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_8,8.4855
2021,December,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_6,169.693
2020,April,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_6,101.040337
2021,August,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_6,9.7525
2021,November,Plant_6,Customer_115,Primary_Market_Code_6,Material_Type_6,12.939
2021,December,Plant_3,Customer_115,Primary_Market_Code_20,Material_Type_6,177.3
2021,September,Plant_3,Customer_115,Primary_Market_Code_20,Material_Type_6,41.754
2021,October,Plant_3,Customer_115,Primary_Market_Code_2,Material_Type_6,2.138
2021,May,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_5,1.295
2020,April,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_5,0
2022,January,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_5,1.295
2020,December,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_10,15.26
2021,April,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_10,22.575
2021,May,Plant_3,Customer_115,Primary_Market_Code_17,Material_Type_12,431.2997689
2020,August,Plant_6,Customer_115,Primary_Market_Code_17,Material_Type_12,354.1951653
2021,September,Plant_6,Customer_115,Primary_Market_Code_17,Material_Type_12,356.839694
2021,June,Plant_6,Customer_115,Primary_Market_Code_17,Material_Type_12,199.4946127
2020,April,Plant_6,Customer_115,Primary_Market_Code_17,Material_Type_12,196.3752075
2021,January,Plant_2,Customer_115,Primary_Market_Code_17,Material_Type_12,7.65
2022,February,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_7,1.0175
2021,April,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_7,0
2021,November,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_2,8.4675
2020,August,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_2,45.5125
2021,February,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_2,40.5275
2020,April,Plant_6,Customer_115,Primary_Market_Code_6,Material_Type_2,31.7375
2020,May,Plant_6,Customer_115,Primary_Market_Code_6,Material_Type_2,31.7375
2021,October,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_2,0
2021,September,Plant_3,Customer_1173,Primary_Market_Code_17,Material_Type_12,8.02475
2021,June,Plant_3,Customer_1173,Primary_Market_Code_17,Material_Type_12,22.77
2021,January,Plant_3,Customer_1173,Primary_Market_Code_17,Material_Type_12,2.505
2022,February,Plant_3,Customer_1173,Primary_Market_Code_17,Material_Type_12,2.505
2020,March,Plant_2,Customer_1173,Primary_Market_Code_17,Material_Type_12,5.7283695
2020,September,Plant_2,Customer_1173,Primary_Market_Code_17,Material_Type_12,0.819434
2021,April,Plant_6,Customer_1045,Primary_Market_Code_17,Material_Type_5,9.076
2022,January,Plant_2,Customer_1045,Primary_Market_Code_17,Material_Type_10,18.665
2021,October,Plant_5,Customer_1045,Primary_Market_Code_17,Material_Type_10,0
2020,March,Plant_5,Customer_1045,Primary_Market_Code_17,Material_Type_10,0
2020,May,Plant_5,Customer_1045,Primary_Market_Code_17,Material_Type_10,0
2020,October,Plant_5,Customer_1045,Primary_Market_Code_17,Material_Type_10,0
2021,May,Plant_5,Customer_1045,Primary_Market_Code_17,Material_Type_10,0
2022,January,Plant_5,Customer_1045,Primary_Market_Code_17,Material_Type_10,0
2020,October,Plant_8,Customer_1045,Primary_Market_Code_17,Material_Type_10,0.5715
2021,June,Plant_8,Customer_1045,Primary_Market_Code_17,Material_Type_12,1568.205
2020,August,Plant_8,Customer_1045,Primary_Market_Code_17,Material_Type_12,997.3255
2021,September,Plant_7,Customer_1045,Primary_Market_Code_17,Material_Type_12,5142.289704
2021,August,Plant_7,Customer_1045,Primary_Market_Code_17,Material_Type_12,4879.044704
2022,February,Plant_7,Customer_1045,Primary_Market_Code_17,Material_Type_12,2118.851704
2021,March,Plant_1,Customer_1045,Primary_Market_Code_17,Material_Type_12,12699.91113
2021,April,Plant_1,Customer_1045,Primary_Market_Code_17,Material_Type_12,9668.613627
2022,January,Plant_4,Customer_1045,Primary_Market_Code_17,Material_Type_12,7346.6695
2020,October,Plant_6,Customer_1045,Primary_Market_Code_17,Material_Type_12,4461.83175
2021,September,Plant_6,Customer_1045,Primary_Market_Code_17,Material_Type_12,8093.27675
2021,August,Plant_15,Customer_1045,Primary_Market_Code_17,Material_Type_12,800.7765
2020,July,Plant_15,Customer_1045,Primary_Market_Code_17,Material_Type_12,495.876
2020,December,Plant_15,Customer_1045,Primary_Market_Code_17,Material_Type_12,820.4375
2021,January,Plant_5,Customer_1045,Primary_Market_Code_17,Material_Type_12,278.509
2020,June,Plant_5,Customer_1045,Primary_Market_Code_17,Material_Type_12,211.634
2020,May,Plant_5,Customer_1045,Primary_Market_Code_17,Material_Type_12,178.6975
2021,January,Plant_4,Customer_1045,Primary_Market_Code_17,Material_Type_12,1020.741
2020,May,Plant_4,Customer_1045,Primary_Market_Code_17,Material_Type_12,6047.1145
2020,July,Plant_4,Customer_1045,Primary_Market_Code_17,Material_Type_12,6470.0105
2020,June,Plant_4,Customer_1045,Primary_Market_Code_17,Material_Type_12,6274.2885
2020,April,Plant_4,Customer_1045,Primary_Market_Code_17,Material_Type_12,5528.617
2021,October,Plant_3,Customer_1045,Primary_Market_Code_17,Material_Type_12,7994.347372
2021,December,Plant_2,Customer_1045,Primary_Market_Code_17,Material_Type_12,8406.2253
2020,June,Plant_2,Customer_1045,Primary_Market_Code_17,Material_Type_12,2943.0298
2021,July,Plant_2,Customer_1045,Primary_Market_Code_17,Material_Type_12,7040.9058
2021,August,Plant_2,Customer_1045,Primary_Market_Code_17,Material_Type_12,7101.3028
2020,July,Plant_3,Customer_1045,Primary_Market_Code_17,Material_Type_12,4979.053872
2022,February,Plant_8,Customer_1045,Primary_Market_Code_17,Material_Type_12,1907.4185
2022,February,Plant_13,Customer_1045,Primary_Market_Code_17,Material_Type_12,680.8585
2021,December,Plant_13,Customer_1045,Primary_Market_Code_17,Material_Type_12,35.372
2022,January,Plant_13,Customer_1045,Primary_Market_Code_17,Material_Type_12,337.879
2021,April,Plant_13,Customer_1045,Primary_Market_Code_17,Material_Type_12,197.9905
2021,October,Plant_13,Customer_1045,Primary_Market_Code_17,Material_Type_12,304.1765
2021,October,Plant_12,Customer_1045,Primary_Market_Code_17,Material_Type_12,183.408
2021,December,Plant_12,Customer_1045,Primary_Market_Code_17,Material_Type_12,20.2475
2020,October,Plant_12,Customer_1045,Primary_Market_Code_17,Material_Type_12,360.338
2020,March,Plant_3,Customer_1045,Primary_Market_Code_17,Material_Type_11,0
2021,November,Plant_3,Customer_1045,Primary_Market_Code_17,Material_Type_11,0
2021,June,Plant_3,Customer_1045,Primary_Market_Code_17,Material_Type_11,33.975
2021,September,Plant_3,Customer_1045,Primary_Market_Code_17,Material_Type_11,0
2021,December,Plant_3,Customer_1045,Primary_Market_Code_17,Material_Type_11,0
2020,September,Plant_2,Customer_1045,Primary_Market_Code_17,Material_Type_11,63.585
2020,May,Plant_2,Customer_1045,Primary_Market_Code_17,Material_Type_11,148.9985
2021,June,Plant_2,Customer_1045,Primary_Market_Code_17,Material_Type_11,13.85
2021,April,Plant_5,Customer_1045,Primary_Market_Code_17,Material_Type_2,1.3725
2021,November,Plant_5,Customer_1045,Primary_Market_Code_17,Material_Type_2,0
2020,March,Plant_5,Customer_1045,Primary_Market_Code_17,Material_Type_2,0
2021,December,Plant_5,Customer_1045,Primary_Market_Code_17,Material_Type_2,0
2020,December,Plant_5,Customer_1045,Primary_Market_Code_17,Material_Type_2,0
2021,May,Plant_7,Customer_1045,Primary_Market_Code_17,Material_Type_2,0
2021,August,Plant_7,Customer_1045,Primary_Market_Code_17,Material_Type_2,0
2022,February,Plant_9,Customer_609,Primary_Market_Code_17,Material_Type_12,23.7426575
2022,January,Plant_9,Customer_609,Primary_Market_Code_17,Material_Type_12,31.478011
2021,November,Plant_9,Customer_596,Primary_Market_Code_8,Material_Type_8,12.21701505
2022,January,Plant_9,Customer_596,Primary_Market_Code_8,Material_Type_8,13.67460665
2021,October,Plant_7,Customer_470,Primary_Market_Code_17,Material_Type_12,2.019624
2022,February,Plant_5,Customer_470,Primary_Market_Code_17,Material_Type_12,0.20583855
2020,July,Plant_3,Customer_470,Primary_Market_Code_17,Material_Type_12,4.004588
2021,November,Plant_3,Customer_470,Primary_Market_Code_17,Material_Type_12,5.57176
2021,December,Plant_3,Customer_470,Primary_Market_Code_17,Material_Type_12,11.763939
2020,October,Plant_2,Customer_470,Primary_Market_Code_17,Material_Type_12,11.450054
2021,December,Plant_2,Customer_470,Primary_Market_Code_17,Material_Type_12,1.8377928
2020,April,Plant_4,Customer_470,Primary_Market_Code_17,Material_Type_12,2.94666075
2021,December,Plant_4,Customer_470,Primary_Market_Code_17,Material_Type_12,1.513998
2020,September,Plant_1,Customer_470,Primary_Market_Code_17,Material_Type_12,19.01521435
2020,November,Plant_1,Customer_470,Primary_Market_Code_17,Material_Type_12,6.3141128
2022,February,Plant_1,Customer_470,Primary_Market_Code_17,Material_Type_12,15.0109532
2021,April,Plant_1,Customer_470,Primary_Market_Code_12,Material_Type_11,29.45592475
2022,January,Plant_7,Customer_470,Primary_Market_Code_12,Material_Type_11,3.197929
2020,May,Plant_5,Customer_470,Primary_Market_Code_12,Material_Type_11,0.488521
2021,October,Plant_2,Customer_470,Primary_Market_Code_12,Material_Type_11,1.2583375
2021,June,Plant_3,Customer_470,Primary_Market_Code_12,Material_Type_11,2.38748
2020,March,Plant_3,Customer_470,Primary_Market_Code_12,Material_Type_11,0.45646
2021,November,Plant_4,Customer_470,Primary_Market_Code_12,Material_Type_11,1.8449838
2020,April,Plant_4,Customer_470,Primary_Market_Code_12,Material_Type_11,0.09109245
2020,September,Plant_6,Customer_470,Primary_Market_Code_17,Material_Type_11,21.4454228
2021,January,Plant_6,Customer_470,Primary_Market_Code_17,Material_Type_11,8.60545505
