"","year","month","plant_ID","customer_ID","market_code","material_type_ID","booked_tons"
"19317",2020,3,4,195,21,8,23.889
"19318",2019,7,3,499,3,5,23.88
"19319",2018,1,2,248,12,11,23.8775
"19320",2019,8,5,335,1,10,23.875
"19321",2022,2,7,442,6,7,23.86268
"19322",2020,6,3,434,11,5,23.8625
"19323",2018,7,6,401,2,5,23.8605
"19324",2018,2,7,515,21,10,23.86
"19325",2019,5,2,194,5,8,23.858
"19326",2020,7,1,283,12,12,23.844
"19327",2019,5,11,64,2,6,23.844
"19328",2018,12,7,144,6,7,23.84
"19329",2019,4,6,77,12,11,23.838
"19330",2019,8,2,322,12,11,23.8365
"19331",2019,4,5,82,6,10,23.83
"19332",2019,9,8,64,2,6,23.83
"19333",2019,6,1,676,2,1,23.81
"19334",2022,1,2,147,2,10,23.805
"19335",2020,4,3,15,12,11,23.8
"19336",2021,3,1,18,15,1,23.78
"19337",2018,4,3,388,20,5,23.7775
"19338",2018,9,4,109,18,1,23.77
"19339",2018,3,14,24,2,2,23.7675
"19340",2018,4,7,266,12,11,23.76
"19341",2018,5,7,266,12,11,23.76
"19342",2018,3,7,374,12,11,23.7575
"19343",2018,12,7,671,6,1,23.755
"19344",2019,3,6,362,2,5,23.754
"19345",2018,1,5,21,3,7,23.752
"19346",2021,7,3,321,11,6,23.75
"19347",2020,8,8,362,20,9,23.75
"19348",2018,7,3,328,2,6,23.745
"19349",2019,11,3,115,6,2,23.745
"19350",2018,9,4,285,1,7,23.745
"19351",2021,9,7,241,1,7,23.74
"19352",2021,2,3,225,20,7,23.735
"19353",2018,6,1,41,11,1,23.73
"19354",2021,11,7,43,17,11,23.73
"19355",2018,2,3,146,10,2,23.725
"19356",2018,12,12,338,12,12,23.72
"19357",2021,9,2,77,12,11,23.717
"19358",2019,1,3,799,2,5,23.715
"19359",2019,1,3,523,7,5,23.715
"19360",2020,7,3,219,2,10,23.7075
"19361",2019,4,3,77,12,11,23.705
"19362",2022,1,7,514,6,7,23.7
"19363",2018,8,7,246,6,2,23.6975
"19364",2020,2,3,42,2,5,23.69367395
"19365",2021,5,8,215,2,9,23.6935722
"19366",2021,2,10,89,2,10,23.67
"19367",2018,9,7,464,17,11,23.67
"19368",2021,7,7,394,2,2,23.668
"19369",2018,6,3,401,3,5,23.655
"19370",2018,1,2,175,5,2,23.6525
"19371",2018,5,1,449,12,11,23.6475
"19372",2020,9,1,180,12,11,23.64
"19373",2020,5,4,3,2,10,23.64
"19374",2018,1,4,198,3,2,23.6275
"19375",2018,6,3,496,24,5,23.6225
"19376",2020,8,2,57,3,2,23.61
"19377",2019,12,3,387,2,6,23.6075
"19378",2019,5,2,114,2,4,23.6075
"19379",2018,5,8,453,1,6,23.603
"19380",2018,7,3,70,10,5,23.6025
"19381",2019,10,6,281,2,6,23.602
"19382",2021,3,3,37,6,10,23.6
"19383",2018,2,7,216,7,2,23.6
"19384",2019,9,7,275,6,7,23.6
"19385",2022,1,4,195,21,8,23.59899999
"19386",2021,6,3,321,11,6,23.59
"19387",2018,1,2,329,1,2,23.59
"19388",2019,6,7,87,12,11,23.5895
"19389",2020,12,7,321,11,2,23.586
"19390",2018,6,8,301,2,6,23.584
"19391",2018,9,12,338,12,12,23.5825
"19392",2019,2,7,678,7,2,23.57
"19393",2018,11,11,195,21,8,23.5625
"19394",2019,9,1,340,7,1,23.56
"19395",2018,11,1,679,7,1,23.55
"19396",2020,11,3,130,3,5,23.549
"19397",2019,2,7,339,6,2,23.547
"19398",2019,11,7,515,21,10,23.5425
"19399",2020,7,1,16,1,3,23.54
"19400",2018,1,1,41,8,1,23.53
"19401",2018,2,1,274,1,1,23.53
"19402",2020,10,2,519,17,11,23.53
"19403",2021,3,4,105,1,2,23.53
"19404",2020,11,7,144,6,2,23.525
"19405",2018,8,1,266,12,11,23.52
"19406",2019,1,1,255,12,11,23.52
"19407",2019,5,3,501,17,11,23.5175
"19408",2018,11,3,370,2,5,23.51
"19409",2019,10,7,253,2,2,23.51
"19410",2020,10,2,322,12,11,23.5075
"19411",2019,1,3,552,2,5,23.5
"19412",2019,2,3,204,11,5,23.5
"19413",2019,10,3,443,20,5,23.5
"19414",2019,12,3,611,3,5,23.5
"19415",2021,7,5,235,1,10,23.5
"19416",2018,6,1,340,7,1,23.5
"19417",2018,8,1,680,1,1,23.5
"19418",2019,12,2,173,2,7,23.5
"19419",2021,5,2,134,2,2,23.5
"19420",2021,9,2,9,5,2,23.5
"19421",2018,5,4,198,5,2,23.5
"19422",2018,6,4,285,1,7,23.5
"19423",2019,9,7,246,6,2,23.5
"19424",2019,9,7,210,2,1,23.5
"19425",2020,3,7,394,2,2,23.5
"19426",2020,7,7,324,10,2,23.5
"19427",2021,3,6,3,2,10,23.499
"19428",2020,9,3,225,20,6,23.4975
"19429",2021,7,2,216,7,2,23.495
"19430",2021,10,2,35,2,2,23.495
"19431",2021,6,3,595,6,6,23.4875
"19432",2018,4,1,352,17,11,23.487
"19433",2021,3,7,515,21,10,23.486
"19434",2020,10,2,173,2,7,23.483
"19435",2019,3,2,103,6,7,23.481625
"19436",2020,8,2,103,6,7,23.481625
"19437",2019,3,1,545,17,11,23.48
"19438",2019,4,1,477,7,1,23.48
"19439",2020,11,1,14,8,1,23.48
"19440",2021,11,7,198,1,7,23.48
"19441",2018,4,6,26,2,5,23.476
"19442",2019,8,2,9,5,2,23.47
"19443",2020,4,1,16,1,3,23.4625
"19444",2019,12,12,338,12,12,23.4625
"19445",2019,1,11,70,1,5,23.4575
"19446",2020,2,1,449,12,11,23.4475
"19447",2019,7,7,326,3,10,23.4475
"19448",2019,9,1,374,12,11,23.445
"19449",2020,8,4,105,1,2,23.445
"19450",2021,2,4,195,21,8,23.439
"19451",2019,10,1,234,1,7,23.435
"19452",2018,6,4,77,12,11,23.4255
"19453",2018,10,1,449,12,11,23.425
"19454",2018,9,1,681,17,11,23.42
"19455",2021,6,3,44,14,5,23.4175
"19456",2018,3,8,395,2,9,23.417
"19457",2020,9,1,32,1,1,23.4
"19458",2018,11,1,41,1,1,23.3975
"19459",2020,4,3,460,1,5,23.395
"19460",2021,7,3,77,12,11,23.392
"19461",2018,3,7,236,2,2,23.39
"19462",2020,9,7,15,7,11,23.39
"19463",2021,1,3,217,6,5,23.3855
"19464",2018,9,7,390,2,2,23.3725
"19465",2018,6,3,272,6,6,23.3575
"19466",2020,3,2,683,13,3,23.35
"19467",2019,3,8,332,2,6,23.343
"19468",2021,12,4,68,11,1,23.34
"19469",2019,10,3,126,2,5,23.33499655
"19470",2020,8,7,130,2,10,23.333
"19471",2021,8,8,64,2,6,23.332
"19472",2018,11,2,147,2,10,23.329
"19473",2021,7,7,24,2,1,23.3235
"19474",2018,10,3,376,12,11,23.3225
"19475",2018,12,2,31,2,2,23.315
"19476",2020,12,3,468,20,5,23.3125
"19477",2018,1,7,130,2,2,23.3125
"19478",2021,7,3,42,2,5,23.3103381
"19479",2019,4,2,15,12,11,23.31
"19480",2019,7,3,71,6,6,23.2975
"19481",2018,5,2,215,2,2,23.295
"19482",2018,10,2,9,5,2,23.295
"19483",2020,8,1,205,7,1,23.29
"19484",2020,9,2,470,12,11,23.285
"19485",2019,3,11,64,2,6,23.285
"19486",2019,2,1,228,7,1,23.28
"19487",2021,9,3,370,2,5,23.2775
"19488",2021,12,11,70,1,5,23.275
"19489",2020,5,7,283,1,2,23.2625
"19490",2018,6,8,631,20,9,23.262
"19491",2020,11,5,202,6,2,23.26
"19492",2018,7,3,219,2,5,23.255
"19493",2020,11,1,213,17,11,23.2545
"19494",2018,4,3,434,11,5,23.2525
"19495",2019,8,2,552,11,2,23.2525
"19496",2018,6,7,37,6,7,23.251
"19497",2021,8,2,265,3,2,23.2475
"19498",2018,4,6,296,2,5,23.2385
"19499",2021,8,3,617,2,5,23.235
"19500",2018,9,7,246,2,2,23.235
"19501",2018,8,1,545,17,11,23.23
"19502",2022,1,3,370,7,5,23.2275
"19503",2019,5,2,216,7,2,23.22
"19504",2021,4,3,301,2,5,23.215
"19505",2018,6,4,198,5,2,23.215
"19506",2020,3,7,248,7,2,23.215
"19507",2019,2,1,449,12,11,23.21
"19508",2019,12,1,435,17,11,23.21
"19509",2018,11,7,283,1,2,23.21
"19510",2018,6,1,16,1,3,23.205
"19511",2018,3,1,24,2,3,23.2
"19512",2018,8,2,655,7,2,23.2
"19513",2019,1,7,130,10,10,23.2
"19514",2021,3,7,148,15,1,23.2
"19515",2020,2,7,515,21,10,23.196
"19516",2019,2,4,198,2,10,23.1925
"19517",2018,9,3,24,2,10,23.18
"19518",2019,2,1,24,2,3,23.18
"19519",2018,11,2,343,2,2,23.1725
"19520",2020,3,7,15,12,11,23.1725
"19521",2019,5,1,255,12,11,23.17
"19522",2018,7,2,202,6,7,23.17
"19523",2019,5,4,285,1,7,23.165
"19524",2018,10,1,317,12,11,23.157
"19525",2019,8,1,205,18,1,23.15
"19526",2020,9,1,24,2,3,23.15
"19527",2021,1,1,392,17,11,23.15
"19528",2021,9,1,352,17,11,23.15
"19529",2018,5,3,473,2,1,23.1483
"19530",2020,1,3,473,2,5,23.1483
"19531",2021,6,5,126,2,5,23.1483
"19532",2020,2,7,298,2,2,23.145
"19533",2019,2,3,459,2,5,23.1425
"19534",2020,4,3,668,2,5,23.1375
"19535",2018,9,4,198,6,7,23.1375
"19536",2019,9,1,205,7,1,23.13
"19537",2021,1,2,147,2,10,23.128
"19538",2019,6,1,79,8,1,23.125
"19539",2021,1,1,300,17,11,23.1245
"19540",2018,1,1,15,7,2,23.12
"19541",2018,3,1,205,7,1,23.12
"19542",2018,7,1,24,2,3,23.12
"19543",2021,11,7,246,13,7,23.1125
"19544",2020,12,1,15,7,2,23.11
"19545",2019,6,8,301,2,9,23.102
"19546",2019,5,6,281,2,6,23.1
"19547",2018,1,2,91,2,8,23.099
"19548",2020,9,3,219,2,10,23.09
"19549",2019,6,10,89,2,10,23.09
"19550",2018,2,2,83,1,2,23.09
"19551",2018,9,1,205,7,1,23.08
"19552",2018,7,8,64,2,6,23.0765
"19553",2019,10,3,541,17,11,23.075
"19554",2019,12,7,376,12,11,23.065
"19555",2018,6,3,473,2,10,23.0593
"19556",2019,12,7,124,6,2,23.055
"19557",2019,7,1,340,7,1,23.05
"19558",2018,1,2,688,17,11,23.05
"19559",2019,8,6,490,2,6,23.0465
"19560",2018,11,6,581,1,6,23.0375
"19561",2021,5,6,3,2,5,23.031
"19562",2019,10,1,46,1,7,23.03
"19563",2020,3,1,24,2,3,23.03
"19564",2020,7,1,36,1,1,23.03
"19565",2020,4,3,472,11,5,23.025
"19566",2020,2,7,189,6,2,23.0225
"19567",2020,12,3,459,2,5,23.02
"19568",2018,5,1,231,1,11,23.02
"19569",2018,10,12,338,12,12,23.02
"19570",2021,12,3,115,6,5,23.019
"19571",2018,2,3,473,2,5,23.01378
"19572",2019,5,3,552,2,5,23.0125
"19573",2019,8,1,342,6,1,23.01
"19574",2020,6,1,275,7,1,23.01
"19575",2019,9,3,210,2,5,23
"19576",2021,12,3,754,2,6,23
"19577",2022,2,3,499,3,5,23
"19578",2018,1,1,109,7,1,23
"19579",2018,7,1,377,1,1,23
"19580",2018,7,1,465,15,2,23
"19581",2020,5,1,41,2,7,23
"19582",2018,1,2,285,1,10,23
"19583",2019,8,2,130,6,2,23
"19584",2020,7,2,28,2,2,23
"19585",2020,12,2,69,14,3,23
"19586",2019,3,4,285,1,7,23
"19587",2021,6,4,228,7,4,23
"19588",2018,2,7,86,6,2,23
"19589",2019,5,7,321,6,2,23
"19590",2019,11,7,158,1,1,23
"19591",2019,1,8,381,20,9,23
"19592",2018,2,1,83,1,1,22.9975
"19593",2020,7,3,130,20,5,22.995
"19594",2021,7,3,601,15,5,22.9925
"19595",2019,8,1,275,7,1,22.99
"19596",2019,11,1,97,2,1,22.99
"19597",2020,6,1,209,27,1,22.99
"19598",2020,10,1,275,7,1,22.99
"19599",2020,8,3,384,7,5,22.985
"19600",2020,1,3,328,2,6,22.9825
"19601",2020,10,5,86,1,7,22.979
"19602",2018,4,12,338,12,12,22.9765
"19603",2018,12,2,83,20,2,22.9725
"19604",2020,7,1,43,1,1,22.97
"19605",2020,12,1,305,19,1,22.97
"19606",2018,11,2,15,7,2,22.97
"19607",2019,10,7,283,1,2,22.97
"19608",2019,1,8,97,19,6,22.97
"19609",2020,3,7,389,2,10,22.9695
"19610",2018,3,7,144,3,2,22.9675
"19611",2018,5,3,473,2,5,22.9664205
"19612",2018,12,12,103,23,12,22.961375
"19613",2020,1,11,70,2,5,22.9525
"19614",2021,1,1,222,18,1,22.95
"19615",2021,5,1,24,2,3,22.95
"19616",2020,3,1,234,1,7,22.94
"19617",2020,7,1,369,2,1,22.94
"19618",2019,5,1,46,1,7,22.935
"19619",2021,6,3,94,2,10,22.9325
"19620",2021,12,3,94,2,10,22.93
"19621",2019,8,6,281,2,6,22.923
"19622",2020,9,7,634,3,7,22.9225
"19623",2019,9,1,339,7,1,22.92
"19624",2021,11,1,180,12,11,22.915
"19625",2018,2,1,477,7,1,22.91
"19626",2019,9,1,24,2,3,22.91
"19627",2019,9,1,102,1,7,22.91
"19628",2020,4,1,107,1,1,22.91
"19629",2018,3,1,47,8,1,22.89
"19630",2018,5,3,321,6,6,22.885
"19631",2019,11,4,285,1,7,22.885
"19632",2018,6,2,103,6,7,22.885
"19633",2018,10,7,79,8,7,22.88396299
"19634",2018,10,8,279,19,6,22.883
"19635",2018,9,7,449,12,11,22.88
"19636",2020,11,3,304,1,6,22.875
"19637",2020,8,2,219,2,2,22.875
"19638",2021,12,4,27,1,1,22.875
"19639",2018,1,1,228,7,1,22.87
"19640",2018,7,4,198,2,2,22.87
"19641",2018,7,7,283,1,2,22.87
"19642",2018,5,3,387,2,5,22.8675
"19643",2018,3,5,15,12,11,22.8675
"19644",2019,10,2,149,2,8,22.86
"19645",2021,1,1,461,7,1,22.85
"19646",2018,11,2,582,20,2,22.8475
"19647",2020,6,7,98,17,11,22.8455
"19648",2021,11,4,68,1,1,22.845
"19649",2019,5,1,339,7,1,22.84
"19650",2019,1,7,321,11,2,22.84
"19651",2018,6,2,76,5,2,22.8375
"19652",2020,1,7,665,17,11,22.83
"19653",2019,2,2,343,2,2,22.8295
"19654",2018,8,6,401,2,6,22.8285
"19655",2018,3,3,219,2,5,22.8275
"19656",2020,8,1,16,1,3,22.8275
"19657",2018,2,11,195,21,8,22.825
"19658",2020,1,8,446,1,9,22.825
"19659",2019,10,6,308,2,6,22.8245
"19660",2019,9,7,266,12,11,22.82
"19661",2021,12,1,470,12,11,22.81
"19662",2022,2,7,3,2,1,22.807
"19663",2022,1,3,595,2,5,22.8
"19664",2018,10,1,98,17,11,22.8
"19665",2020,9,1,102,1,7,22.8
"19666",2021,4,1,180,12,11,22.8
"19667",2018,11,3,24,2,10,22.7975
"19668",2019,4,4,202,6,7,22.7965
"19669",2018,3,3,88,7,5,22.795
"19670",2020,3,3,620,2,6,22.79
"19671",2020,1,2,76,5,4,22.7875
"19672",2018,1,7,373,2,8,22.7865
"19673",2020,11,5,69,1,3,22.78
"19674",2020,12,1,30,12,12,22.78
"19675",2021,8,7,97,6,7,22.7775
"19676",2019,8,11,3,2,2,22.7765
"19677",2020,5,3,640,2,5,22.7725
"19678",2019,5,1,275,7,1,22.77
"19679",2021,11,7,594,6,7,22.764
"19680",2021,1,6,372,7,5,22.755
"19681",2021,12,6,664,7,5,22.753
"19682",2021,12,3,37,6,5,22.75
"19683",2018,9,8,97,19,6,22.75
"19684",2019,2,8,381,20,9,22.75
"19685",2020,8,2,82,1,2,22.745
"19686",2019,8,1,270,1,1,22.7375
"19687",2018,2,2,194,5,8,22.7355195
"19688",2019,8,5,86,1,7,22.7345
"19689",2020,12,1,14,1,1,22.73
"19690",2019,3,7,321,11,2,22.73
"19691",2019,7,1,339,7,1,22.72
"19692",2019,8,7,455,6,7,22.719
"19693",2019,9,5,692,11,2,22.7175
"19694",2021,10,2,229,2,2,22.7175
"19695",2021,3,1,1,1,1,22.71
"19696",2019,10,7,283,13,2,22.71
"19697",2020,10,7,693,20,2,22.71
"19698",2019,5,7,377,13,2,22.705
"19699",2020,7,1,691,17,11,22.7
"19700",2019,3,7,283,13,2,22.7
"19701",2019,3,3,459,2,10,22.695
"19702",2018,5,2,98,7,2,22.695
"19703",2020,3,7,189,6,2,22.695
"19704",2018,9,3,460,1,5,22.69
"19705",2019,9,7,685,21,2,22.69
"19706",2021,6,3,473,2,6,22.6862
"19707",2019,6,3,523,7,5,22.6825
"19708",2020,2,5,86,1,7,22.6805
"19709",2020,4,1,339,7,1,22.68
"19710",2021,2,4,228,7,4,22.68
"19711",2020,4,1,322,12,11,22.671
"19712",2018,12,3,115,6,2,22.67
"19713",2020,8,5,694,1,1,22.67
"19714",2020,6,11,70,2,5,22.67
"19715",2018,11,11,195,21,7,22.66815
"19716",2019,6,7,471,14,2,22.6675
"19717",2020,2,7,124,6,2,22.6675
"19718",2021,4,6,77,12,11,22.665
"19719",2019,2,3,15,12,11,22.665
"19720",2018,5,1,205,7,1,22.66
"19721",2020,9,1,205,7,1,22.66
"19722",2019,6,7,180,12,11,22.66
"19723",2018,7,3,513,15,10,22.6575
"19724",2018,12,7,15,12,11,22.6575
"19725",2021,8,11,64,2,6,22.657
"19726",2020,12,8,362,20,9,22.653
"19727",2021,11,7,606,2,7,22.65081489
"19728",2020,6,7,319,10,7,22.65
"19729",2020,11,3,370,7,6,22.6475
"19730",2021,1,1,102,1,7,22.645
"19731",2019,9,11,70,10,9,22.6425
"19732",2019,9,5,24,2,10,22.64
"19733",2020,8,1,449,12,11,22.635
"19734",2018,9,3,77,12,11,22.6325
"19735",2020,10,7,246,13,7,22.6295
"19736",2020,3,5,335,1,10,22.6275
"19737",2019,10,2,552,11,2,22.625
"19738",2018,8,3,100,2,5,22.6225
"19739",2019,11,3,376,12,11,22.61
"19740",2020,3,7,319,10,7,22.6075
"19741",2021,2,4,89,2,1,22.605
"19742",2018,5,8,395,2,9,22.603
"19743",2018,10,2,376,12,11,22.6025
"19744",2018,1,2,505,2,2,22.6
"19745",2019,10,1,178,7,1,22.5975
"19746",2018,1,3,473,2,1,22.59715
"19747",2021,9,8,64,2,6,22.596
"19748",2020,1,5,86,1,7,22.5925
"19749",2020,6,1,691,17,11,22.59
"19750",2020,7,4,519,17,11,22.5895
"19751",2019,6,2,213,17,11,22.5875
"19752",2020,9,4,317,12,11,22.584
"19753",2019,1,12,103,23,12,22.5829
"19754",2018,11,5,177,16,2,22.5825
"19755",2019,10,1,275,7,1,22.58
"19756",2021,4,1,68,7,1,22.58
"19757",2019,8,4,523,19,2,22.58
"19758",2019,10,11,70,2,5,22.58
"19759",2021,4,3,321,6,6,22.579
"19760",2019,6,4,285,1,7,22.57
"19761",2020,1,1,376,12,11,22.5675
"19762",2020,11,2,377,20,2,22.5675
"19763",2019,4,5,82,2,1,22.5625
"19764",2021,4,1,14,15,1,22.56
"19765",2021,8,4,434,2,2,22.56
"19766",2018,9,3,219,2,5,22.5575
"19767",2018,9,1,234,1,1,22.555
"19768",2020,1,7,124,6,2,22.5525
"19769",2018,9,1,477,7,1,22.55
"19770",2021,2,1,43,1,1,22.55
"19771",2018,5,6,459,2,5,22.5475
"19772",2018,2,1,426,1,1,22.545
"19773",2021,9,7,486,6,7,22.54050024
"19774",2020,2,1,7,1,1,22.54
"19775",2020,10,7,389,2,10,22.535
"19776",2020,5,7,137,1,2,22.53
"19777",2018,2,2,697,11,2,22.525
"19778",2020,11,3,513,15,10,22.5225
"19779",2018,6,4,15,12,1,22.5205
"19780",2019,1,1,419,1,1,22.52
"19781",2018,7,2,76,5,4,22.52
"19782",2020,2,7,698,13,7,22.5175
"19783",2018,10,3,434,11,5,22.515
"19784",2020,11,5,117,1,1,22.515
"19785",2021,7,4,420,1,1,22.513
"19786",2020,12,1,423,6,1,22.51
"19787",2019,6,7,213,17,11,22.51
"19788",2019,9,3,470,12,11,22.5075
"19789",2019,7,2,192,6,2,22.5025
"19790",2018,1,6,454,19,6,22.5
"19791",2019,1,6,3,2,2,22.5
"19792",2019,1,6,418,2,5,22.5
"19793",2021,6,6,67,2,6,22.5
"19794",2018,6,3,591,6,5,22.5
"19795",2018,7,3,204,11,5,22.5
"19796",2018,7,3,225,20,7,22.5
"19797",2018,7,3,388,20,5,22.5
"19798",2018,10,3,204,11,5,22.5
"19799",2018,11,3,523,7,5,22.5
"19800",2019,2,3,115,6,10,22.5
"19801",2019,2,3,157,2,5,22.5
"19802",2019,4,3,591,6,5,22.5
"19803",2019,4,3,652,2,5,22.5
"19804",2020,1,3,3,2,5,22.5
"19805",2020,1,3,457,1,5,22.5
"19806",2020,3,3,636,2,5,22.5
"19807",2020,4,3,67,2,5,22.5
"19808",2021,7,3,548,1,5,22.5
"19809",2021,12,3,353,20,5,22.5
"19810",2022,2,3,613,2,5,22.5
"19811",2019,5,5,355,10,2,22.5
"19812",2019,8,5,294,14,7,22.5
"19813",2019,12,5,86,1,7,22.5
"19814",2021,11,5,690,3,2,22.5
"19815",2018,1,1,36,1,1,22.5
"19816",2018,1,1,426,1,1,22.5
"19817",2018,1,1,557,1,1,22.5
"19818",2018,3,1,557,1,1,22.5
"19819",2018,4,1,41,1,1,22.5
"19820",2018,5,1,557,1,1,22.5
"19821",2018,11,1,474,8,1,22.5
"19822",2018,11,1,41,3,1,22.5
"19823",2018,12,1,557,1,1,22.5
"19824",2019,1,1,680,1,1,22.5
"19825",2019,1,1,193,1,1,22.5
"19826",2019,2,1,60,1,1,22.5
"19827",2019,2,1,419,1,1,22.5
"19828",2019,3,1,408,2,1,22.5
"19829",2019,3,1,674,7,1,22.5
"19830",2019,4,1,426,1,1,22.5
"19831",2019,5,1,16,1,3,22.5
"19832",2019,5,1,62,7,1,22.5
"19833",2019,9,1,16,1,3,22.5
"19834",2019,9,1,680,1,1,22.5
"19835",2019,9,1,83,1,1,22.5
"19836",2019,10,1,377,1,1,22.5
"19837",2019,10,1,109,7,1,22.5
"19838",2019,10,1,72,7,1,22.5
"19839",2019,12,1,99,1,1,22.5
"19840",2019,12,1,557,1,1,22.5
"19841",2020,2,1,234,1,1,22.5
"19842",2020,4,1,38,1,1,22.5
"19843",2020,5,1,674,7,1,22.5
"19844",2020,6,1,419,1,1,22.5
"19845",2020,7,1,426,1,1,22.5
"19846",2020,8,1,41,2,7,22.5
"19847",2020,9,1,423,6,1,22.5
"19848",2020,9,1,426,1,1,22.5
"19849",2020,12,1,78,6,1,22.5
"19850",2021,3,1,557,1,1,22.5
"19851",2021,4,1,153,1,1,22.5
"19852",2021,7,1,98,19,1,22.5
"19853",2021,11,1,238,6,1,22.5
"19854",2021,12,1,349,1,1,22.5
"19855",2022,1,1,426,1,1,22.5
"19856",2022,1,1,419,1,1,22.5
"19857",2022,2,1,419,1,1,22.5
"19858",2018,1,2,202,6,2,22.5
"19859",2018,3,2,226,2,2,22.5
"19860",2018,3,2,599,1,2,22.5
"19861",2018,9,2,220,1,2,22.5
"19862",2018,10,2,533,1,2,22.5
"19863",2018,10,2,497,20,2,22.5
"19864",2019,2,2,28,2,2,22.5
"19865",2019,11,2,220,6,10,22.5
"19866",2019,12,2,220,6,10,22.5
"19867",2020,2,2,11,1,2,22.5
"19868",2020,6,2,202,6,2,22.5
"19869",2020,6,2,76,5,2,22.5
"19870",2020,6,2,69,14,3,22.5
"19871",2022,1,2,220,6,10,22.5
"19872",2021,8,4,15,19,1,22.5
"19873",2018,1,7,140,6,7,22.5
"19874",2018,3,7,121,15,10,22.5
"19875",2018,5,7,130,2,2,22.5
"19876",2018,6,7,187,20,7,22.5
"19877",2018,7,7,130,20,10,22.5
"19878",2018,9,7,406,6,7,22.5
"19879",2018,9,7,323,1,10,22.5
"19880",2018,11,7,246,13,2,22.5
"19881",2018,12,7,323,1,10,22.5
"19882",2019,3,7,33,3,2,22.5
"19883",2019,4,7,86,1,7,22.5
"19884",2019,7,7,406,6,7,22.5
"19885",2019,7,7,568,2,2,22.5
"19886",2019,8,7,406,6,7,22.5
"19887",2019,8,7,37,3,7,22.5
"19888",2019,8,7,264,3,10,22.5
"19889",2019,9,7,306,2,10,22.5
"19890",2019,9,7,264,3,10,22.5
"19891",2019,10,7,33,8,2,22.5
"19892",2019,11,7,527,22,10,22.5
"19893",2019,11,7,264,3,10,22.5
"19894",2019,12,7,75,13,10,22.5
"19895",2020,1,7,19,6,7,22.5
"19896",2020,2,7,373,2,10,22.5
"19897",2020,2,7,246,2,2,22.5
"19898",2020,5,7,406,6,7,22.5
"19899",2020,12,7,406,6,7,22.5
"19900",2021,1,7,323,20,10,22.5
"19901",2021,5,7,406,6,7,22.5
"19902",2021,6,7,37,6,1,22.5
"19903",2021,6,7,306,2,10,22.5
"19904",2021,7,7,86,6,7,22.5
"19905",2021,7,7,37,6,10,22.5
"19906",2021,9,7,765,2,7,22.5
"19907",2021,10,7,33,3,2,22.5
"19908",2021,12,7,13,6,7,22.5
"19909",2021,12,7,323,1,10,22.5
"19910",2022,1,7,406,6,7,22.5
"19911",2022,1,7,37,6,1,22.5
"19912",2018,7,8,651,1,6,22.5
"19913",2021,10,8,362,2,9,22.5
"19914",2021,2,5,86,1,7,22.497
"19915",2019,12,7,107,6,2,22.495
"19916",2019,4,7,323,1,10,22.49
"19917",2019,9,7,283,1,2,22.49
"19918",2019,12,7,406,6,7,22.485
"19919",2018,7,12,338,12,12,22.4825
"19920",2019,10,3,130,20,2,22.48
"19921",2018,9,2,83,1,1,22.48
"19922",2022,1,7,140,13,7,22.48
"19923",2019,5,11,115,6,6,22.476
"19924",2018,8,1,557,1,1,22.475
"19925",2021,10,3,26,2,7,22.47250192
"19926",2021,3,1,14,1,1,22.47
"19927",2021,6,2,212,2,2,22.47
"19928",2019,7,5,346,11,7,22.465
"19929",2020,7,1,41,11,7,22.46
"19930",2018,4,8,538,2,9,22.459
"19931",2020,2,3,799,2,5,22.455
"19932",2019,4,3,314,1,5,22.4525
"19933",2018,12,1,228,7,1,22.45
"19934",2020,6,1,87,12,11,22.45
"19935",2020,8,1,222,6,1,22.45
"19936",2019,6,5,21,3,7,22.4485
"19937",2018,4,3,262,2,10,22.445
"19938",2019,6,7,19,6,7,22.4325
"19939",2021,4,2,516,2,2,22.431805
"19940",2019,10,5,86,1,7,22.4305
"19941",2018,6,1,107,6,1,22.43
"19942",2021,4,1,102,1,7,22.425
"19943",2020,1,3,640,2,5,22.4225
"19944",2019,9,7,298,2,2,22.4225
"19945",2019,2,1,493,1,1,22.42
"19946",2021,1,1,248,12,11,22.42
"19947",2018,4,1,311,1,1,22.419
"19948",2019,2,2,497,20,2,22.415
"19949",2021,12,4,15,12,11,22.41
"19950",2020,1,7,322,12,11,22.41
"19951",2020,4,14,3,2,1,22.4075
"19952",2018,12,7,685,21,2,22.4055
"19953",2020,10,7,140,13,2,22.4
"19954",2019,6,1,320,4,1,22.3975
"19955",2021,3,3,213,17,11,22.395
"19956",2019,7,1,34,20,1,22.395
"19957",2021,3,7,326,3,2,22.389
"19958",2021,10,2,24,2,1,22.3875
"19959",2019,4,11,64,2,6,22.385
"19960",2018,5,3,376,12,11,22.3825
"19961",2021,5,3,202,6,5,22.38
"19962",2018,9,3,670,24,7,22.3785
"19963",2018,4,1,222,6,1,22.37
"19964",2018,7,7,322,12,11,22.37
"19965",2018,8,7,50,3,2,22.3675
"19966",2020,2,1,477,7,1,22.36
"19967",2018,1,3,600,2,2,22.3575
"19968",2018,11,12,103,23,12,22.35712
"19969",2020,5,3,304,1,6,22.3525
"19970",2019,12,5,87,12,11,22.35
"19971",2018,5,1,562,17,11,22.35
"19972",2021,4,7,19,6,1,22.35
"19973",2018,7,3,321,6,6,22.345
"19974",2018,5,2,470,12,11,22.345
