Year,Month Name,Plant ,Customer Name ,Primary Market Code ,Material Type,Shipped Tons
2021,April,Plant_7,Customer_45,Primary_Market_Code_6,Material_Type_1,55.6665
2019,June,Plant_3,Customer_88,Primary_Market_Code_2,Material_Type_5,55.66
2019,July,Plant_7,Customer_284,Primary_Market_Code_2,Material_Type_2,55.6575
2021,January,Plant_1,Customer_213,Primary_Market_Code_17,Material_Type_11,55.65
2020,December,Plant_2,Customer_204,Primary_Market_Code_10,Material_Type_4,55.63
2017,August,Plant_3,Customer_394,Primary_Market_Code_2,Material_Type_6,55.5825
2019,November,Plant_8,Customer_381,Primary_Market_Code_20,Material_Type_9,55.571
2021,November,Plant_3,Customer_261,Primary_Market_Code_2,Material_Type_5,55.56
2017,July,Plant_7,Customer_264,Primary_Market_Code_3,Material_Type_10,55.555
2017,September,Plant_7,Customer_95,Primary_Market_Code_6,Material_Type_1,55.54
2020,June,Plant_8,Customer_301,Primary_Market_Code_2,Material_Type_9,55.525
2020,January,Plant_7,Customer_130,Primary_Market_Code_2,Material_Type_2,55.5225
2018,May,Plant_7,Customer_191,Primary_Market_Code_6,Material_Type_10,55.5175
2019,September,Plant_7,Customer_373,Primary_Market_Code_2,Material_Type_8,55.5055
2019,August,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_6,55.504
2021,July,Plant_1,Customer_5,Primary_Market_Code_4,Material_Type_7,55.5
2019,July,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_8,55.4955
2021,July,Plant_3,Customer_42,Primary_Market_Code_2,Material_Type_5,55.475
2021,May,Plant_6,Customer_296,Primary_Market_Code_2,Material_Type_5,55.4745
2020,July,Plant_2,Customer_204,Primary_Market_Code_10,Material_Type_4,55.47
2018,April,Plant_3,Customer_159,Primary_Market_Code_2,Material_Type_5,55.4625
2018,April,Plant_2,Customer_26,Primary_Market_Code_3,Material_Type_2,55.46
2018,March,Plant_7,Customer_285,Primary_Market_Code_1,Material_Type_7,55.4575
2019,September,Plant_1,Customer_41,Primary_Market_Code_16,Material_Type_1,55.4525
2022,February,Plant_7,Customer_37,Primary_Market_Code_3,Material_Type_2,55.42
2022,February,Plant_1,Customer_242,Primary_Market_Code_1,Material_Type_1,55.4075
2019,October,Plant_5,Customer_436,Primary_Market_Code_2,Material_Type_10,55.38
2020,October,Plant_2,Customer_247,Primary_Market_Code_2,Material_Type_2,55.38
2018,April,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_5,55.37
2017,November,Plant_1,Customer_46,Primary_Market_Code_1,Material_Type_3,55.37
2020,May,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_1,55.36
2017,June,Plant_7,Customer_264,Primary_Market_Code_3,Material_Type_10,55.345
2022,January,Plant_7,Customer_253,Primary_Market_Code_20,Material_Type_2,55.325
2017,November,Plant_1,Customer_374,Primary_Market_Code_12,Material_Type_11,55.3225
2021,December,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_10,55.315
2021,July,Plant_2,Customer_497,Primary_Market_Code_20,Material_Type_2,55.29
2019,July,Plant_6,Customer_404,Primary_Market_Code_2,Material_Type_6,55.2835
2019,September,Plant_1,Customer_322,Primary_Market_Code_12,Material_Type_11,55.2755
2022,February,Plant_1,Customer_3,Primary_Market_Code_2,Material_Type_10,55.2685
2019,November,Plant_3,Customer_364,Primary_Market_Code_24,Material_Type_5,55.2625
2020,September,Plant_6,Customer_331,Primary_Market_Code_2,Material_Type_6,55.261
2018,March,Plant_7,Customer_267,Primary_Market_Code_6,Material_Type_7,55.2595
2020,June,Plant_1,Customer_352,Primary_Market_Code_17,Material_Type_11,55.25
2019,February,Plant_2,Customer_103,Primary_Market_Code_6,Material_Type_4,55.2465
2017,November,Plant_4,Customer_24,Primary_Market_Code_2,Material_Type_1,55.24
2018,January,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_5,55.235
2019,October,Plant_2,Customer_91,Primary_Market_Code_2,Material_Type_8,55.235
2020,October,Plant_3,Customer_344,Primary_Market_Code_2,Material_Type_5,55.2275
2019,January,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_10,55.215
2019,December,Plant_1,Customer_369,Primary_Market_Code_2,Material_Type_1,55.21
2018,November,Plant_3,Customer_71,Primary_Market_Code_2,Material_Type_5,55.205
2020,October,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_8,55.1975
2021,November,Plant_1,Customer_13,Primary_Market_Code_6,Material_Type_1,55.19
2017,June,Plant_3,Customer_499,Primary_Market_Code_3,Material_Type_5,55.1875
2017,August,Plant_3,Customer_473,Primary_Market_Code_2,Material_Type_5,55.185
2019,June,Plant_1,Customer_205,Primary_Market_Code_7,Material_Type_1,55.18
2020,February,Plant_7,Customer_306,Primary_Market_Code_2,Material_Type_2,55.18
2018,May,Plant_3,Customer_130,Primary_Market_Code_2,Material_Type_2,55.175
2017,October,Plant_2,Customer_303,Primary_Market_Code_2,Material_Type_2,55.155
2021,November,Plant_2,Customer_76,Primary_Market_Code_5,Material_Type_2,55.1475
2019,October,Plant_7,Customer_289,Primary_Market_Code_6,Material_Type_2,55.1275
2018,December,Plant_2,Customer_9,Primary_Market_Code_5,Material_Type_2,55.125
2021,July,Plant_7,Customer_486,Primary_Market_Code_6,Material_Type_7,55.115
2020,January,Plant_3,Customer_370,Primary_Market_Code_7,Material_Type_5,55.1025
2018,August,Plant_7,Customer_181,Primary_Market_Code_1,Material_Type_2,55.1025
2017,July,Plant_3,Customer_370,Primary_Market_Code_2,Material_Type_5,55.0975
2020,November,Plant_6,Customer_331,Primary_Market_Code_2,Material_Type_6,55.09
2020,July,Plant_8,Customer_301,Primary_Market_Code_2,Material_Type_9,55.088
2021,April,Plant_3,Customer_450,Primary_Market_Code_2,Material_Type_5,55.0775
2018,August,Plant_7,Customer_144,Primary_Market_Code_6,Material_Type_7,55.0675
2018,August,Plant_3,Customer_290,Primary_Market_Code_2,Material_Type_5,55.055
2018,December,Plant_1,Customer_411,Primary_Market_Code_7,Material_Type_1,55.05
2021,April,Plant_7,Customer_486,Primary_Market_Code_6,Material_Type_7,55.0375
2020,April,Plant_6,Customer_88,Primary_Market_Code_7,Material_Type_6,55.02
2018,February,Plant_6,Customer_418,Primary_Market_Code_2,Material_Type_5,55.0195
2017,August,Plant_3,Customer_328,Primary_Market_Code_2,Material_Type_6,55.01
2019,April,Plant_1,Customer_198,Primary_Market_Code_20,Material_Type_1,54.99
2020,May,Plant_4,Customer_161,Primary_Market_Code_1,Material_Type_1,54.985
2020,January,Plant_5,Customer_335,Primary_Market_Code_1,Material_Type_10,54.98
2017,November,Plant_7,Customer_389,Primary_Market_Code_2,Material_Type_10,54.975
2020,February,Plant_6,Customer_281,Primary_Market_Code_2,Material_Type_6,54.956
2018,April,Plant_7,Customer_389,Primary_Market_Code_2,Material_Type_10,54.9475
2017,September,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_5,54.94
2019,August,Plant_3,Customer_328,Primary_Market_Code_2,Material_Type_6,54.94
2017,July,Plant_4,Customer_198,Primary_Market_Code_20,Material_Type_1,54.935
2017,July,Plant_2,Customer_105,Primary_Market_Code_1,Material_Type_2,54.9325
2019,January,Plant_7,Customer_191,Primary_Market_Code_6,Material_Type_10,54.9325
2020,May,Plant_7,Customer_24,Primary_Market_Code_2,Material_Type_1,54.925
2017,September,Plant_2,Customer_194,Primary_Market_Code_5,Material_Type_8,54.921
2019,June,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_10,54.92
2018,July,Plant_3,Customer_430,Primary_Market_Code_2,Material_Type_5,54.9175
2020,June,Plant_2,Customer_26,Primary_Market_Code_3,Material_Type_2,54.915
2021,January,Plant_1,Customer_198,Primary_Market_Code_20,Material_Type_1,54.89
2017,December,Plant_3,Customer_215,Primary_Market_Code_2,Material_Type_5,54.8875
2019,June,Plant_2,Customer_9,Primary_Market_Code_5,Material_Type_2,54.885
2020,August,Plant_6,Customer_281,Primary_Market_Code_2,Material_Type_6,54.88
2017,August,Plant_2,Customer_226,Primary_Market_Code_8,Material_Type_8,54.8755
2021,November,Plant_6,Customer_249,Primary_Market_Code_2,Material_Type_5,54.875
2019,October,Plant_6,Customer_370,Primary_Market_Code_2,Material_Type_5,54.86
2018,April,Plant_6,Customer_404,Primary_Market_Code_2,Material_Type_6,54.858
2017,October,Plant_7,Customer_389,Primary_Market_Code_2,Material_Type_10,54.8575
2019,February,Plant_8,Customer_421,Primary_Market_Code_7,Material_Type_9,54.842
2020,October,Plant_3,Customer_44,Primary_Market_Code_14,Material_Type_5,54.84
2018,May,Plant_1,Customer_449,Primary_Market_Code_12,Material_Type_2,54.84
2020,August,Plant_2,Customer_265,Primary_Market_Code_3,Material_Type_8,54.834
2020,October,Plant_6,Customer_370,Primary_Market_Code_2,Material_Type_5,54.8335
2018,October,Plant_7,Customer_353,Primary_Market_Code_6,Material_Type_2,54.8225
2021,September,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_7,54.8215
2018,May,Plant_7,Customer_515,Primary_Market_Code_21,Material_Type_10,54.82
2021,September,Plant_1,Customer_274,Primary_Market_Code_1,Material_Type_1,54.77
2020,February,Plant_3,Customer_71,Primary_Market_Code_2,Material_Type_5,54.765
2020,November,Plant_3,Customer_44,Primary_Market_Code_14,Material_Type_5,54.76
2019,September,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_2,54.7575
2021,April,Plant_3,Customer_134,Primary_Market_Code_3,Material_Type_5,54.74
2020,March,Plant_8,Customer_301,Primary_Market_Code_2,Material_Type_6,54.724
2020,September,Plant_1,Customer_243,Primary_Market_Code_1,Material_Type_1,54.72
2018,June,Plant_1,Customer_282,Primary_Market_Code_6,Material_Type_1,54.715
2017,December,Plant_7,Customer_264,Primary_Market_Code_3,Material_Type_10,54.71
2017,October,Plant_7,Customer_144,Primary_Market_Code_6,Material_Type_7,54.708
2020,April,Plant_1,Customer_2,Primary_Market_Code_2,Material_Type_2,54.707
2018,March,Plant_6,Customer_328,Primary_Market_Code_2,Material_Type_6,54.699
2021,September,Plant_7,Customer_430,Primary_Market_Code_13,Material_Type_10,54.68
2019,January,Plant_3,Customer_88,Primary_Market_Code_2,Material_Type_5,54.665
2017,September,Plant_8,Customer_301,Primary_Market_Code_2,Material_Type_6,54.658
2020,April,Plant_6,Customer_44,Primary_Market_Code_2,Material_Type_6,54.655
2017,June,Plant_3,Customer_370,Primary_Market_Code_2,Material_Type_5,54.6525
2021,October,Plant_8,Customer_168,Primary_Market_Code_10,Material_Type_6,54.647
2019,November,Plant_3,Customer_130,Primary_Market_Code_3,Material_Type_5,54.645
2020,April,Plant_3,Customer_71,Primary_Market_Code_6,Material_Type_6,54.62
2021,October,Plant_2,Customer_26,Primary_Market_Code_21,Material_Type_2,54.61
2018,April,Plant_1,Customer_371,Primary_Market_Code_7,Material_Type_2,54.6
2021,August,Plant_5,Customer_82,Primary_Market_Code_6,Material_Type_10,54.5975
2018,September,Plant_7,Customer_130,Primary_Market_Code_20,Material_Type_10,54.5875
2019,December,Plant_6,Customer_74,Primary_Market_Code_7,Material_Type_5,54.56
2022,January,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_7,54.55
2020,December,Plant_8,Customer_301,Primary_Market_Code_2,Material_Type_6,54.546
2018,April,Plant_3,Customer_130,Primary_Market_Code_20,Material_Type_5,54.545
2020,December,Plant_3,Customer_37,Primary_Market_Code_6,Material_Type_6,54.5425
2021,June,Plant_6,Customer_307,Primary_Market_Code_2,Material_Type_6,54.533
2017,December,Plant_7,Customer_2,Primary_Market_Code_2,Material_Type_1,54.525
2021,December,Plant_1,Customer_95,Primary_Market_Code_11,Material_Type_1,54.5075
2021,May,Plant_4,Customer_3,Primary_Market_Code_2,Material_Type_10,54.5
2017,August,Plant_2,Customer_77,Primary_Market_Code_12,Material_Type_11,54.495
2021,January,Plant_7,Customer_52,Primary_Market_Code_6,Material_Type_2,54.4925
2018,August,Plant_3,Customer_130,Primary_Market_Code_2,Material_Type_2,54.4775
2021,October,Plant_2,Customer_204,Primary_Market_Code_11,Material_Type_4,54.47
2022,January,Plant_4,Customer_282,Primary_Market_Code_6,Material_Type_1,54.449
2018,November,Plant_12,Customer_103,Primary_Market_Code_23,Material_Type_12,54.44
2018,June,Plant_3,Customer_401,Primary_Market_Code_2,Material_Type_5,54.435
2020,May,Plant_3,Customer_55,Primary_Market_Code_2,Material_Type_6,54.4175
2021,November,Plant_8,Customer_56,Primary_Market_Code_2,Material_Type_6,54.4155
2021,July,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_6,54.373
2018,April,Plant_3,Customer_484,Primary_Market_Code_2,Material_Type_5,54.36
2017,December,Plant_5,Customer_82,Primary_Market_Code_6,Material_Type_10,54.355
2018,March,Plant_4,Customer_198,Primary_Market_Code_20,Material_Type_1,54.3525
2019,May,Plant_8,Customer_421,Primary_Market_Code_7,Material_Type_9,54.344
2019,November,Plant_1,Customer_286,Primary_Market_Code_1,Material_Type_1,54.34
2019,July,Plant_7,Customer_306,Primary_Market_Code_2,Material_Type_2,54.34
2018,February,Plant_3,Customer_308,Primary_Market_Code_2,Material_Type_6,54.3325
2017,July,Plant_3,Customer_388,Primary_Market_Code_3,Material_Type_5,54.3175
2019,December,Plant_2,Customer_194,Primary_Market_Code_5,Material_Type_2,54.31
2018,December,Plant_2,Customer_96,Primary_Market_Code_3,Material_Type_2,54.305
2020,February,Plant_3,Customer_159,Primary_Market_Code_2,Material_Type_5,54.3
2018,February,Plant_2,Customer_175,Primary_Market_Code_5,Material_Type_2,54.285
2018,September,Plant_7,Customer_353,Primary_Market_Code_6,Material_Type_2,54.2675
2017,July,Plant_6,Customer_256,Primary_Market_Code_1,Material_Type_5,54.239
2018,January,Plant_1,Customer_242,Primary_Market_Code_1,Material_Type_1,54.238
2017,November,Plant_2,Customer_313,Primary_Market_Code_2,Material_Type_2,54.2325
2017,October,Plant_3,Customer_370,Primary_Market_Code_7,Material_Type_6,54.2275
2019,December,Plant_7,Customer_306,Primary_Market_Code_1,Material_Type_2,54.2125
2017,September,Plant_1,Customer_153,Primary_Market_Code_1,Material_Type_1,54.21
2019,September,Plant_5,Customer_117,Primary_Market_Code_1,Material_Type_1,54.16
2017,July,Plant_3,Customer_130,Primary_Market_Code_3,Material_Type_5,54.1475
2020,November,Plant_8,Customer_301,Primary_Market_Code_2,Material_Type_6,54.144
2018,June,Plant_4,Customer_118,Primary_Market_Code_7,Material_Type_1,54.1365
2018,September,Plant_7,Customer_144,Primary_Market_Code_6,Material_Type_2,54.1225
2020,January,Plant_7,Customer_298,Primary_Market_Code_2,Material_Type_2,54.1175
2020,December,Plant_4,Customer_3,Primary_Market_Code_2,Material_Type_10,54.105
2018,November,Plant_2,Customer_76,Primary_Market_Code_5,Material_Type_8,54.088
2018,November,Plant_4,Customer_3,Primary_Market_Code_2,Material_Type_10,54.08
2018,February,Plant_3,Customer_202,Primary_Market_Code_6,Material_Type_5,54.035
2020,March,Plant_2,Customer_76,Primary_Market_Code_13,Material_Type_3,54.03
2017,September,Plant_4,Customer_198,Primary_Market_Code_20,Material_Type_1,54.005
2020,April,Plant_6,Customer_74,Primary_Market_Code_7,Material_Type_6,54
2017,November,Plant_7,Customer_267,Primary_Market_Code_6,Material_Type_7,53.9895
2021,May,Plant_3,Customer_370,Primary_Market_Code_2,Material_Type_5,53.985
2020,March,Plant_7,Customer_298,Primary_Market_Code_2,Material_Type_2,53.9775
2017,September,Plant_1,Customer_161,Primary_Market_Code_1,Material_Type_1,53.97
2020,July,Plant_3,Customer_468,Primary_Market_Code_2,Material_Type_5,53.955
2021,October,Plant_6,Customer_331,Primary_Market_Code_2,Material_Type_6,53.945
2017,September,Plant_3,Customer_251,Primary_Market_Code_2,Material_Type_6,53.9425
2019,September,Plant_7,Customer_353,Primary_Market_Code_6,Material_Type_2,53.931
2018,October,Plant_3,Customer_130,Primary_Market_Code_2,Material_Type_2,53.93
2017,August,Plant_3,Customer_460,Primary_Market_Code_1,Material_Type_5,53.9025
2019,December,Plant_7,Customer_225,Primary_Market_Code_20,Material_Type_2,53.88
2019,July,Plant_10,Customer_88,Primary_Market_Code_7,Material_Type_10,53.87
2020,March,Plant_6,Customer_173,Primary_Market_Code_6,Material_Type_6,53.855
2018,June,Plant_3,Customer_70,Primary_Market_Code_1,Material_Type_5,53.85
2020,December,Plant_8,Customer_450,Primary_Market_Code_2,Material_Type_6,53.835
2021,August,Plant_3,Customer_353,Primary_Market_Code_4,Material_Type_2,53.83
2021,November,Plant_2,Customer_26,Primary_Market_Code_3,Material_Type_2,53.8275
2021,February,Plant_7,Customer_137,Primary_Market_Code_1,Material_Type_2,53.8275
2021,October,Plant_2,Customer_288,Primary_Market_Code_2,Material_Type_2,53.8225
2019,October,Plant_3,Customer_370,Primary_Market_Code_7,Material_Type_5,53.82
2020,May,Plant_6,Customer_115,Primary_Market_Code_6,Material_Type_6,53.812
2021,March,Plant_4,Customer_3,Primary_Market_Code_2,Material_Type_10,53.804
2018,December,Plant_6,Customer_279,Primary_Market_Code_19,Material_Type_5,53.803
2021,July,Plant_7,Customer_79,Primary_Market_Code_8,Material_Type_7,53.795
2020,September,Plant_3,Customer_326,Primary_Market_Code_2,Material_Type_5,53.785
2020,January,Plant_1,Customer_286,Primary_Market_Code_1,Material_Type_1,53.785
2020,November,Plant_3,Customer_345,Primary_Market_Code_3,Material_Type_5,53.78
2019,April,Plant_3,Customer_446,Primary_Market_Code_1,Material_Type_6,53.7775
2021,October,Plant_3,Customer_217,Primary_Market_Code_2,Material_Type_5,53.7775
2021,June,Plant_1,Customer_410,Primary_Market_Code_17,Material_Type_11,53.7645
2020,June,Plant_4,Customer_179,Primary_Market_Code_1,Material_Type_1,53.76
2021,April,Plant_7,Customer_353,Primary_Market_Code_6,Material_Type_2,53.7555
2019,March,Plant_3,Customer_74,Primary_Market_Code_7,Material_Type_5,53.755
2018,May,Plant_5,Customer_117,Primary_Market_Code_1,Material_Type_1,53.742
2020,October,Plant_3,Customer_468,Primary_Market_Code_2,Material_Type_5,53.74
2018,October,Plant_1,Customer_122,Primary_Market_Code_1,Material_Type_1,53.73
2018,June,Plant_7,Customer_264,Primary_Market_Code_3,Material_Type_10,53.73
2018,December,Plant_4,Customer_118,Primary_Market_Code_7,Material_Type_1,53.7165
2018,May,Plant_8,Customer_301,Primary_Market_Code_2,Material_Type_9,53.714
2020,June,Plant_3,Customer_159,Primary_Market_Code_2,Material_Type_5,53.7125
2022,February,Plant_3,Customer_24,Primary_Market_Code_2,Material_Type_5,53.7
2018,December,Plant_7,Customer_171,Primary_Market_Code_1,Material_Type_2,53.69
2021,December,Plant_6,Customer_328,Primary_Market_Code_2,Material_Type_6,53.666
2020,March,Plant_1,Customer_87,Primary_Market_Code_12,Material_Type_11,53.645
2019,February,Plant_12,Customer_103,Primary_Market_Code_23,Material_Type_12,53.645
2019,December,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_2,53.605
2017,October,Plant_3,Customer_430,Primary_Market_Code_2,Material_Type_5,53.6
2020,November,Plant_3,Customer_37,Primary_Market_Code_6,Material_Type_6,53.5975
2022,January,Plant_3,Customer_279,Primary_Market_Code_19,Material_Type_6,53.5975
2020,August,Plant_7,Customer_285,Primary_Market_Code_1,Material_Type_7,53.5875
2021,May,Plant_8,Customer_168,Primary_Market_Code_10,Material_Type_9,53.583
2019,October,Plant_3,Customer_261,Primary_Market_Code_2,Material_Type_5,53.57
2017,September,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_1,53.565
2017,July,Plant_1,Customer_41,Primary_Market_Code_1,Material_Type_1,53.56
2019,July,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_7,53.541
2020,September,Plant_5,Customer_177,Primary_Market_Code_16,Material_Type_2,53.5275
2021,October,Plant_3,Customer_168,Primary_Market_Code_10,Material_Type_5,53.5025
2018,July,Plant_3,Customer_321,Primary_Market_Code_6,Material_Type_6,53.5
2018,October,Plant_7,Customer_187,Primary_Market_Code_6,Material_Type_2,53.491
2019,February,Plant_6,Customer_26,Primary_Market_Code_2,Material_Type_5,53.483
2022,February,Plant_7,Customer_208,Primary_Market_Code_6,Material_Type_8,53.463
2019,May,Plant_7,Customer_24,Primary_Market_Code_3,Material_Type_2,53.46
2018,June,Plant_3,Customer_308,Primary_Market_Code_2,Material_Type_6,53.4475
2021,October,Plant_3,Customer_44,Primary_Market_Code_14,Material_Type_5,53.42
2020,March,Plant_7,Customer_353,Primary_Market_Code_6,Material_Type_2,53.42
2018,February,Plant_3,Customer_396,Primary_Market_Code_2,Material_Type_5,53.41
2021,December,Plant_2,Customer_194,Primary_Market_Code_5,Material_Type_2,53.41
2021,March,Plant_7,Customer_240,Primary_Market_Code_20,Material_Type_8,53.4
2018,October,Plant_5,Customer_21,Primary_Market_Code_3,Material_Type_7,53.3955
2018,October,Plant_6,Customer_74,Primary_Market_Code_7,Material_Type_5,53.361
2020,November,Plant_3,Customer_42,Primary_Market_Code_2,Material_Type_5,53.35
2021,January,Plant_3,Customer_328,Primary_Market_Code_2,Material_Type_6,53.3425
2018,June,Plant_7,Customer_45,Primary_Market_Code_6,Material_Type_7,53.3225
2021,February,Plant_3,Customer_217,Primary_Market_Code_2,Material_Type_5,53.3125
2019,July,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_2,53.29
2018,November,Plant_1,Customer_193,Primary_Market_Code_1,Material_Type_1,53.2875
2019,April,Plant_3,Customer_71,Primary_Market_Code_6,Material_Type_6,53.28
2021,June,Plant_2,Customer_92,Primary_Market_Code_2,Material_Type_2,53.2625
2020,June,Plant_2,Customer_373,Primary_Market_Code_2,Material_Type_10,53.24
2019,March,Plant_7,Customer_24,Primary_Market_Code_3,Material_Type_2,53.24
2018,January,Plant_3,Customer_472,Primary_Market_Code_11,Material_Type_5,53.2225
2021,February,Plant_3,Customer_42,Primary_Market_Code_2,Material_Type_5,53.1975
2018,March,Plant_7,Customer_3,Primary_Market_Code_2,Material_Type_1,53.185
2021,October,Plant_3,Customer_387,Primary_Market_Code_2,Material_Type_5,53.18
2018,May,Plant_2,Customer_175,Primary_Market_Code_5,Material_Type_2,53.1775
2018,August,Plant_3,Customer_88,Primary_Market_Code_2,Material_Type_5,53.175
2021,September,Plant_3,Customer_407,Primary_Market_Code_24,Material_Type_5,53.1725
2021,August,Plant_1,Customer_132,Primary_Market_Code_4,Material_Type_1,53.1675
2020,March,Plant_3,Customer_130,Primary_Market_Code_2,Material_Type_6,53.165
2021,September,Plant_7,Customer_152,Primary_Market_Code_6,Material_Type_7,53.1575
2018,November,Plant_7,Customer_130,Primary_Market_Code_2,Material_Type_10,53.1425
2018,October,Plant_7,Customer_389,Primary_Market_Code_2,Material_Type_10,53.1375
2020,December,Plant_1,Customer_232,Primary_Market_Code_2,Material_Type_2,53.125
2019,April,Plant_7,Customer_100,Primary_Market_Code_2,Material_Type_2,53.125
2021,November,Plant_9,Customer_417,Primary_Market_Code_2,Material_Type_8,53.119
2018,October,Plant_3,Customer_88,Primary_Market_Code_7,Material_Type_5,53.1175
2020,May,Plant_4,Customer_118,Primary_Market_Code_7,Material_Type_1,53.116
2020,September,Plant_3,Customer_430,Primary_Market_Code_2,Material_Type_5,53.1075
2020,January,Plant_3,Customer_225,Primary_Market_Code_20,Material_Type_6,53.095
2019,March,Plant_1,Customer_399,Primary_Market_Code_1,Material_Type_1,53.09
2020,December,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_6,53.088
2017,August,Plant_6,Customer_70,Primary_Market_Code_10,Material_Type_6,53.085
2018,July,Plant_6,Customer_512,Primary_Market_Code_24,Material_Type_6,53.0685
2021,July,Plant_5,Customer_117,Primary_Market_Code_1,Material_Type_1,53.0675
2021,April,Plant_2,Customer_516,Primary_Market_Code_2,Material_Type_2,53.055
2021,April,Plant_3,Customer_42,Primary_Market_Code_2,Material_Type_5,53.045
2018,January,Plant_2,Customer_103,Primary_Market_Code_6,Material_Type_7,53.04
2020,September,Plant_6,Customer_97,Primary_Market_Code_7,Material_Type_5,53.033
2018,March,Plant_2,Customer_175,Primary_Market_Code_5,Material_Type_2,53.025
2019,June,Plant_3,Customer_77,Primary_Market_Code_12,Material_Type_11,53.0225
2019,October,Plant_7,Customer_130,Primary_Market_Code_2,Material_Type_10,53.0225
2018,January,Plant_2,Customer_497,Primary_Market_Code_20,Material_Type_2,52.9875
2020,October,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_10,52.985
2018,February,Plant_6,Customer_74,Primary_Market_Code_7,Material_Type_6,52.965
2019,August,Plant_3,Customer_70,Primary_Market_Code_2,Material_Type_5,52.9625
2022,January,Plant_3,Customer_210,Primary_Market_Code_2,Material_Type_5,52.9625
2019,October,Plant_7,Customer_19,Primary_Market_Code_6,Material_Type_1,52.96
2021,March,Plant_3,Customer_500,Primary_Market_Code_2,Material_Type_5,52.93
2018,December,Plant_8,Customer_381,Primary_Market_Code_20,Material_Type_9,52.923
2020,May,Plant_1,Customer_113,Primary_Market_Code_7,Material_Type_1,52.92
2021,October,Plant_6,Customer_63,Primary_Market_Code_2,Material_Type_10,52.8925
2021,August,Plant_3,Customer_70,Primary_Market_Code_1,Material_Type_5,52.875
2021,January,Plant_2,Customer_82,Primary_Market_Code_1,Material_Type_2,52.8725
2021,September,Plant_2,Customer_516,Primary_Market_Code_2,Material_Type_2,52.8575
2018,July,Plant_7,Customer_15,Primary_Market_Code_12,Material_Type_11,52.855
2021,December,Plant_8,Customer_421,Primary_Market_Code_7,Material_Type_9,52.85
2019,July,Plant_1,Customer_374,Primary_Market_Code_12,Material_Type_11,52.8355
2019,June,Plant_3,Customer_130,Primary_Market_Code_3,Material_Type_5,52.83
2022,February,Plant_7,Customer_97,Primary_Market_Code_6,Material_Type_7,52.8275
2021,May,Plant_2,Customer_248,Primary_Market_Code_12,Material_Type_11,52.825
2020,June,Plant_6,Customer_512,Primary_Market_Code_24,Material_Type_6,52.82
2021,June,Plant_6,Customer_370,Primary_Market_Code_2,Material_Type_5,52.8115
2018,October,Plant_3,Customer_130,Primary_Market_Code_20,Material_Type_5,52.8075
2021,December,Plant_2,Customer_15,Primary_Market_Code_12,Material_Type_11,52.8025
2019,June,Plant_3,Customer_115,Primary_Market_Code_6,Material_Type_2,52.8
2021,May,Plant_8,Customer_64,Primary_Market_Code_2,Material_Type_6,52.8
2019,November,Plant_2,Customer_3,Primary_Market_Code_2,Material_Type_2,52.79
2020,December,Plant_3,Customer_370,Primary_Market_Code_7,Material_Type_5,52.785
2020,April,Plant_7,Customer_306,Primary_Market_Code_2,Material_Type_2,52.7775
2019,April,Plant_8,Customer_159,Primary_Market_Code_2,Material_Type_6,52.758
2020,June,Plant_3,Customer_71,Primary_Market_Code_6,Material_Type_6,52.755
2019,September,Plant_2,Customer_91,Primary_Market_Code_2,Material_Type_8,52.755
2019,November,Plant_7,Customer_430,Primary_Market_Code_13,Material_Type_10,52.7525
2018,February,Plant_6,Customer_88,Primary_Market_Code_7,Material_Type_6,52.73
2021,July,Plant_3,Customer_74,Primary_Market_Code_2,Material_Type_2,52.72
2020,July,Plant_6,Customer_321,Primary_Market_Code_11,Material_Type_6,52.71
2021,December,Plant_2,Customer_4,Primary_Market_Code_3,Material_Type_2,52.705
2021,August,Plant_2,Customer_24,Primary_Market_Code_2,Material_Type_1,52.7
2018,September,Plant_8,Customer_332,Primary_Market_Code_2,Material_Type_6,52.687
2021,May,Plant_3,Customer_326,Primary_Market_Code_2,Material_Type_5,52.64
2017,July,Plant_2,Customer_313,Primary_Market_Code_2,Material_Type_2,52.6375
2021,October,Plant_2,Customer_204,Primary_Market_Code_2,Material_Type_4,52.635
2021,March,Plant_1,Customer_231,Primary_Market_Code_1,Material_Type_1,52.63
